index	Transcript	AAOL	AAOJ	AAOF	AAOD	AAOC	AAOB	AAO6	AAO4	AAO3	AANV	AANR	AANJ	AANI	AAM4	AAM3	AAM2	AALZ	AALY	AALX	AALW	AALT	AALS	AALR	AALQ	AALP	AALO	AALN	AALG	AALF	AAL7	AAL5	AAKM	AAKL	AAKH	AAKD	AAHT	AAHN	AAHL	AAHG	AAHC	AAHA	AAH8	AAH4	AAH3	AAH2	AAH0	AAGZ	AAGX	AAGW	AAGV	AAGT	AAGS	AAGP	AAGO	AAGN	AAGM	AAGK	AAGJ	AAGG	AAGF	AAGE	AAGC	AAGA	AAG9	AAG8	AAG7	AAG6	AAG5	AAG3	AAG0	AAFZ	AAFY	AAFV	AAFO	AAFN	AAFM	AAFL	AAFJ	AAFI	AAFH	AAFE	AAF8	AAF6	AAF4	AAF1	AAEX	AAEW	AAAL	AA61	AA4L	AA1I	AA1H	AA1G	AA0N	AA0H	AA0F	AA0E	AA0D	AA0B	AA06	AA05	A9T9	A9SE	A9D6	A9D5	A94I	A94D	A912	A90Y	A90W	A90S	A90Q	A90P	A8S3	A8S2	A8JY	A8JX	A8JW	A8JP	A8H5	A8H4	A8H1	A8G4	A8D5	A8AE	A8AD	A8AC	A8AB	A8AA	A8A9	A8A8	A89B	A84Y	A84X	A84W	A7V5	A7V4	A7V3	A7U4	A7U3	A7U2	A76C	A6J6	A6IS	AAKO	AAKG	AAHP	AAGY	AAGI	AAFG
S100A14	S100A14-002	0.0	0.600791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55342	0.483608	0.0	7.0277	1.31694	0.0	0.00417652	1.49771	0.5122939999999999	0.0	0.45679200000000003	2.51632	2.26694	0.834219	3.22688	1.6737099999999998	2.3161400000000003	1.46112	1.6499400000000002	0.716066	0.51503	0.0	0.0	0.777896	0.288772	0.0	0.0	0.676499	1.07423	0.0	0.0	4.09641	0.0	1.37181	2.18372	0.0	2.10975	0.0	5.48525	1.89632	4.27301	1.0657299999999998	0.0	0.9311799999999999	1.9446900000000003	4.10668	0.0	3.27083	2.54283	1.14242	1.26724	0.256386	0.376687	0.308023	0.656758	1.4553200000000002	1.33077	0.0	0.43270200000000003	2.2361299999999997	0.0	0.482599	0.0	0.0	0.0	0.43768100000000004	2.20133	1.75945	0.0	0.267966	1.51672	0.611434	0.0	0.0	0.0	0.0	0.0	3.46906	15.1549	0.0	0.0	0.38669899999999996	0.0	0.0	0.39666599999999996	0.0	0.0	0.0	0.0	0.0	0.379071	0.0	0.0	0.0	12.3731	0.0	0.0	0.657381	0.0	0.0	0.0	0.284632	3.5264599999999997	0.0	0.9796040000000001	0.0	0.264642	0.0	0.0	0.381393	0.377778	3.1281	0.0	0.46785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8401	8.15804	1.05644	1.1317	0.0	0.0	0.265652	2.13925	0.274665	0.374006	0.200075	0.170211	0.0	2.44372	0.0	0.310342	0.6093405	0.69986
S100A14	S100A14-003	0.0	0.0	0.233477	0.199164	0.59297	0.111738	0.221138	0.22453800000000002	0.47962899999999997	0.139651	0.0	0.0	0.16204200000000002	0.0	4.38086	0.12701099999999999	0.19729100000000002	0.40383800000000003	1.43882	0.9945579999999999	0.0	0.358098	3.2164200000000003	1.61788	0.589623	0.8547399999999999	1.71626	0.840923	1.0772899999999999	0.179431	0.762407	0.48185500000000003	0.20707399999999998	0.5624939999999999	0.0	0.0	0.0	0.314772	0.830354	0.580253	0.0	0.0	0.48822200000000004	0.0	0.7348520000000001	0.0	0.303177	1.42506	0.0	1.0979700000000001	1.60538	1.3220100000000001	0.16367400000000001	0.21414299999999997	0.8024789999999999	1.0214299999999998	1.05639	0.10871199999999999	1.62516	2.33357	0.9353459999999999	1.5109700000000001	0.319247	1.09759	0.479705	0.853662	1.8137400000000001	2.86822	0.755088	0.0	0.43016400000000005	0.30044	0.7087319999999999	0.133257	0.0	0.101578	0.42766800000000005	0.0	0.6190220000000001	0.0	0.740388	0.44381099999999996	0.293966	0.162221	0.0	0.44531400000000004	0.0	0.515578	1.47045	2.91069	0.544097	0.0	0.0	0.0	0.252178	0.14618299999999998	0.0	0.0	0.183199	0.106465	0.0	0.0	0.268393	0.145066	0.0	2.45513	0.0	0.16295199999999999	0.6702130000000001	0.27929899999999996	0.511903	0.24975	0.60844	1.9605	0.253806	1.38457	0.757332	0.619797	0.34168000000000004	0.30198	0.5304770000000001	0.293086	1.2534100000000001	0.0	0.0	0.48203900000000005	0.22693899999999997	0.195528	0.153275	0.462454	0.452136	0.165258	0.7349479999999999	4.92929	1.50044	0.6599229999999999	0.0	0.24561100000000002	0.34621599999999997	1.08005	0.100709	0.660674	0.543784	0.0	0.0788705	1.133135	0.201456	0.266211	0.550451	0.362647
S100A14	S100A14-005	0.0	0.0	0.0	0.0408232	0.0	0.0	0.0	0.0	0.347916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0741483	0.204489	0.0	0.0	0.0	0.00755184	0.0	0.325913	0.0	0.13713399999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.685633	0.0	0.223836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.281641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.637446	0.0	0.0	6.71926e-07	0.0	0.0	0.295912	0.0	0.0	0.0	0.23003099999999999	0.0	0.0	0.0	0.0	0.0	0.21733400000000003	0.0	0.0	0.0	0.0	0.0	0.0581048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.367717	0.0	0.0	0.0	0.0	0.0	0.128801	0.0	0.0	0.0	0.0	0.757199	0.055855	0.0
S100A14	S100A14-001	8.75877	7.645989999999999	5.66148e-07	0.098626	7.44958	0.0	6.38304	1.48128	0.0	0.00273754	0.264965	0.762625	1.1688100000000001	0.0	2.4141	0.0	0.568083	6.55925	0.00202102	0.0	32.2379	2.0175099999999997	0.810611	0.00229913	5.84167	6.8428	42.2132	7.21378	49.4094	6.68162	2.41794	1.9464	0.0	0.0	0.0	0.0	0.488701	0.23900100000000002	0.0	0.0	0.0649578	0.0	8.21495	0.0	3.7445300000000003e-06	9.60982	0.0	0.010526899999999999	0.7948	38.9864	0.000265022	3.8366800000000003	1.81127e-05	0.0	0.9687620000000001	9.91836	0.746633	2.02731	4.97918	7.5979	3.6478699999999997	4.11484	1.1266200000000002	2.2173700000000003	0.492986	0.0	0.9461860000000001	0.0	0.9035129999999999	4.386419999999999	2.9485799999999998	3.1616	1.7153599999999998	7.501939999999999	0.012649700000000002	1.50108	3.29149	8.4593	0.454812	1.6174	0.0	4.27266e-07	0.124675	1.19633	0.0	0.00032575299999999997	2.56547e-09	0.8552930000000001	0.0	5.6692300000000005e-08	0.0	0.590662	0.0	7.706989999999999	1.10829	2.00106	1.14081	9.106559999999999e-09	1.34266	4.1024199999999995	0.273821	0.00509128	0.0740767	0.00020629	1.23957	0.0	0.9300950000000001	0.0	0.0	0.0	0.0	0.0	1.8214700000000001e-09	27.7361	6.46221e-08	0.000102917	0.0	0.0	4.3433400000000004e-08	1.39097	1.72643	0.0	3.6549300000000002	0.309998	1.14001	0.0	0.502246	0.895437	0.864253	6.934760000000001	2.56888	0.34589200000000003	3.08446e-09	11.7559	0.0	0.183565	0.0	0.0	0.0	0.878977	1.63286	6.08909e-06	0.0	0.0	0.43095	7.64849	1.4569175	0.0	4.32111e-05	0.001819865
S100A13	S100A13-001	208.66299999999998	152.91	98.9013	165.44799999999998	132.529	46.059	92.5348	139.19799999999998	176.96	135.47299999999998	192.476	117.161	64.9074	12.3698	115.06200000000001	24.7198	122.18799999999999	102.975	89.7628	168.32299999999998	160.606	80.2495	263.911	82.083	80.1203	120.071	150.203	157.14700000000002	460.218	73.9153	83.6166	78.5551	82.7326	138.863	44.1432	70.1612	66.7836	200.84099999999998	86.5155	48.8634	18.229	175.482	98.7797	68.8204	104.554	79.4341	73.8149	54.92100000000001	16.5734	51.027	246.87400000000002	107.97	42.5008	57.1813	64.3169	114.02600000000001	131.111	45.7302	79.4576	129.494	97.5835	113.419	84.7413	77.3879	113.906	48.1026	29.6721	35.6623	57.056000000000004	73.93	55.2709	66.0354	193.285	178.903	102.01100000000001	118.93799999999999	111.316	118.67	199.984	38.4671	108.311	121.87700000000001	133.899	48.6524	56.6836	114.319	79.5384	239.403	330.914	392.774	40.3143	79.8294	79.2188	249.25099999999998	81.9979	103.065	163.306	86.3855	144.161	137.017	71.7171	72.3835	73.4031	40.905	41.306999999999995	300.285	54.8978	108.178	110.346	93.2936	48.4132	83.289	35.028	102.163	54.9923	96.5154	88.6939	74.6177	115.84899999999999	66.1759	110.787	101.61	212.873	186.78400000000002	125.62899999999999	160.855	186.13299999999998	50.705	103.069	235.5	74.5852	42.82899999999999	48.6404	115.171	42.133	73.4033	88.8852	147.565	97.8724	102.225	64.556	159.135	76.3298	113.39399999999999	45.68975	259.1595	68.90935	82.5301	136.1514	85.32465
S100A13	S100A13-201	3.3387300000000004	4.57166	2.13543	4.56758	13.2929	1.10596	2.51746	11.5552	8.05161	2.55933	2.52995	8.47293	2.46959	0.37143699999999996	8.38349	0.60248	4.73222	0.0	3.2544299999999997	0.0	3.3791599999999997	1.53485	4.39513	1.30566	2.40538	8.09191	0.0	9.6988	5.09455	1.73455	1.84119	0.726506	0.588421	4.07715	1.77921	0.0	0.713703	2.38003	5.38619	0.654559	1.4703700000000002	3.53081	0.0	2.1834	1.8555599999999999	29.5087	11.5264	0.0	2.55651	2.20798	4.3236099999999995	3.9344099999999997	1.62699	1.5159200000000002	1.34699	2.37514	3.02261	0.45722399999999996	0.0	2.21225	1.03746	1.9972299999999998	2.65694	2.82216	3.818	1.2281799999999998	12.2468	3.33586	1.93124	2.13136	0.790231	1.99055	7.4914	7.60197	0.0	2.78284	10.477	0.0	2.73924	4.48576	4.362480000000001	0.635181	2.39742	3.68141	1.95513	5.995369999999999	0.667196	6.30403	7.38635	9.80742	4.12978	6.3712800000000005	2.3828400000000003	3.9398199999999997	2.7641	0.0	2.82905	0.0	3.88412	2.4083099999999997	3.6156	0.617317	1.48637	2.10612	2.2660299999999998	3.53022	0.8945049999999999	2.63176	2.56567	1.3879	0.0	2.23485	3.34186	0.6170439999999999	0.909725	3.61521	1.4592200000000002	3.20044	4.65522	0.852892	0.8704299999999999	1.98931	0.0	2.72123	0.741574	3.3203	12.4535	1.74691	3.60965	10.0625	0.0	3.0886299999999998	1.7137900000000001	1.13114	4.37022	3.5628300000000004	9.92932	1.78731	2.65029	1.6978900000000001	9.16703	8.044880000000001	3.18476	3.95252	1.848794	4.5818125	2.308685	2.368375	3.799	4.84161
S100A13	S100A13-202	0.416998	3.9954099999999997	8.10851	20.4392	19.6269	3.7437	13.9671	33.3087	21.9604	38.1994	51.7759	69.2695	21.4251	6.05926	8.477319999999999	8.22627	9.80338	13.8239	13.7351	13.8381	6.42401	12.2922	33.8575	10.4233	9.399469999999999	11.7157	6.7016800000000005	15.001	30.8201	14.4169	16.4593	22.6268	13.3002	24.1505	19.2655	14.3078	60.4279	22.0209	21.5897	20.9465	28.2817	13.5972	16.4631	21.1003	7.234210000000001	37.2233	31.7969	8.506969999999999	13.0553	10.3667	34.3171	9.31043	4.36206	36.5118	14.967	8.119069999999999	18.4238	16.8221	5.54597	6.737019999999999	8.11988	9.275360000000001	24.0233	6.9746	22.2407	6.05945	69.8777	7.197610000000001	7.21833	21.8563	12.5766	21.8846	33.8541	32.9898	13.2007	10.0918	30.1344	3.00673	18.1881	22.2952	53.8948	9.48161	37.4855	24.6353	20.4193	23.1567	53.4647	21.2723	45.2079	46.7153	75.888	9.03342	114.67200000000001	9.59708	3.9893400000000003	3.17631	6.343459999999999	17.4239	9.05401	6.96018	0.6989770000000001	8.0915	13.025	9.53647	64.6082	18.6227	2.2246599999999996	8.15865	12.4167	22.0753	32.5689	21.0303	27.809	9.93425	10.533	18.4848	13.0589	15.7079	50.2489	9.92981	6.71632	16.8339	11.7195	21.0105	17.1239	32.6548	48.5503	14.9122	23.9492	65.5105	9.78132	6.995589999999999	19.5361	11.6411	5.3022800000000005	9.95192	31.9913	19.4926	19.0708	17.3761	27.6955	93.3507	20.2746	21.9978	18.42035	71.304785	23.232155	15.95428	18.685495	20.86845
S100A13	S100A13-203	19.0402	38.9691	27.8318	28.3606	67.2187	20.453	22.6343	46.2839	67.2769	33.4059	87.8095	46.1132	39.6316	33.3494	81.5013	46.1296	77.5289	42.4914	65.7151	77.0806	57.0207	50.9273	122.514	56.4931	34.2132	72.6278	63.4703	81.9096	134.19799999999998	34.921	70.0731	36.5818	28.1151	46.7487	37.8777	27.4165	49.4877	52.6671	143.812	44.5268	37.0481	74.9105	63.556999999999995	40.4437	47.4385	34.84	76.3713	43.9813	22.2826	41.5511	101.22200000000001	45.261	34.794000000000004	42.8001	35.184	45.982	46.4901	30.3014	49.7143	65.1357	32.3146	43.3784	40.5556	40.9273	50.5056	19.7454	58.5146	72.5417	57.4735	36.5021	42.0971	40.15	100.131	62.5796	40.9669	54.0915	59.1092	21.8978	70.2001	37.6349	48.1817	56.0727	100.40299999999999	36.7925	34.0465	65.7877	37.6472	59.6147	128.776	161.153	57.9494	41.6327	39.0081	57.8945	20.1679	14.8352	25.9271	32.5526	42.8269	18.5999	6.06476	42.6457	39.0441	22.5891	29.0097	108.109	41.5745	46.5656	38.1506	47.8396	26.4372	27.2434	28.8625	37.5799	28.4725	39.6274	59.8122	28.037	59.8715	34.3047	47.5177	47.6509	61.3117	47.0634	49.4828	67.8477	73.6961	34.2278	45.8948	108.571	25.791	25.4015	30.9911	70.0646	53.6228	29.328000000000003	27.1283	34.3727	29.8473	31.7297	35.1735	79.9506	46.3182	59.3024	32.9337	67.9489	39.74365	41.7437	56.53955	44.81185
S100A13	S100A13-002	1.0531	0.0	4.478	8.23782	0.938052	0.6766439999999999	5.05529	9.11427	6.978219999999999	14.4774	10.610999999999999	7.4020399999999995	3.9853400000000003	1.40846	0.0	0.0	6.820939999999999	1.28902	3.23429	1.44981	3.2959300000000002	0.0	1.83142	0.0	0.9334790000000001	0.0	1.1768	1.95113	3.3561699999999997	0.0	0.779212	1.0970600000000001	3.73641	1.6453200000000001	1.8070599999999999	5.56727	8.35089	6.29977	19.422	5.31077	1.29772	4.8349400000000005	2.3459	5.1902800000000004	0.0	0.0	2.06671	0.0	0.0	1.25528	2.69965	3.0329200000000003	1.01815	1.40472	3.14533	3.17827	0.8034939999999999	0.743124	3.8163400000000003	2.74633	2.29661	1.9653200000000002	1.0859999999999999	6.49286	2.68033	0.838844	7.13008	3.3162800000000003	4.6096699999999995	0.0	2.34766	0.0	2.9461	2.4454700000000003	0.929119	2.17505	1.54915	0.0	1.8725	5.31146	13.4668	12.6805	6.68915	8.64076	2.9771400000000003	5.142869999999999	6.28667	10.8469	5.428059999999999	3.48755	5.20744	0.9294379999999999	0.0	9.23426	3.3594	1.61333	2.5834	3.84826	5.42785	6.55101	6.80595	2.89725	1.02891	8.74747	9.25163	1.7821200000000001	1.14622	3.80349	0.9104049999999999	10.1108	3.52155	7.97479	4.2607	1.64474	0.838068	9.960289999999999	10.3334	14.6273	10.6104	9.28254	3.20952	2.63381	3.12748	3.6973199999999995	2.5735799999999998	3.8676699999999995	12.2948	2.98683	1.62117	9.72264	0.0	7.053389999999999	0.9567450000000001	3.15362	5.65561	8.4121	3.78911	1.5816	1.55406	0.845418	11.1348	10.1875	5.0764	5.82774	4.053065	2.191141	4.18155	5.964155	6.652985	7.21462
S100A13	S100A13-006	12.5051	4.37932	13.1754	8.96765	6.37322	1.19459	7.99862	14.4642	8.94628	11.5585	9.272839999999999	5.67055	2.34302	2.3148	6.01676	2.2568099999999998	3.10343	2.02008	3.77642	3.59239	2.27275	2.14838	7.689210000000001	2.02468	3.62857	5.1161	2.27704	3.01865	2.1151299999999997	3.4983400000000002	2.11996	5.21972	2.9005099999999997	3.22385	3.42576	8.207189999999999	7.7752300000000005	4.823919999999999	7.840660000000001	4.23493	4.77117	11.2564	3.01314	11.9763	3.39816	13.2645	3.8187300000000004	2.12993	1.7367099999999998	1.9707400000000002	5.92047	4.36555	2.47037	1.97338	2.55563	2.2063099999999998	2.83229	1.8832200000000001	3.72854	5.22916	3.29555	3.70115	3.2231799999999997	12.605	4.6155800000000005	1.87335	2.10957	2.14701	5.86943	4.520230000000001	1.03085	3.65005	3.3413699999999995	6.0483400000000005	2.3203400000000003	3.98987	3.7867	0.766441	3.904	3.85855	15.1681	7.7243699999999995	4.71814	5.33734	6.5735600000000005	6.249709999999999	8.93625	9.80415	6.85045	8.33531	10.1535	4.77222	8.73651	13.0081	10.1971	12.8838	12.2371	12.8045	12.5167	9.04606	5.20962	3.1124099999999997	5.6092900000000006	14.1271	6.93717	10.226	2.54073	8.73864	6.34009	7.97365	4.30699	10.6117	4.50927	6.85802	2.97784	14.0707	12.1153	17.0793	7.24608	8.75638	5.40521	3.8046800000000003	4.1686	4.93401	6.74379	5.14257	11.8201	2.77177	5.31455	9.08503	1.89752	8.08089	2.37418	3.81299	3.24953	16.033	15.3944	5.57562	3.18975	2.3711	12.2451	11.6685	3.7397	6.0191099999999995	7.96964	2.5417	6.043155	5.035495	5.94045	2.82212
S100A1	S100A1-001	19.8474	1.4375799999999999	0.721655	1.6763299999999999	53.6754	0.134372	2.2819700000000003	7.42285	18.2472	0.8874559999999999	1.24911	6.704160000000001	34.071999999999996	0.34068200000000004	7.559539999999999	4.3038099999999995	5.00828	2.1065	50.6128	10.9588	19.8181	5.3141	23.7913	7.79265	2.70775	13.0484	11.9247	18.1244	12.9711	0.272443	2.9777400000000003	1.22064	1.06918	1.02147	0.425654	1.77863	3.62013	4.23276	30.1135	12.7242	0.0977637	1.9686	3.27391	0.590754	3.9538900000000003	0.0	7.32635	3.7717400000000003	0.0	4.16549	3.7793300000000003	6.49637	6.34134	0.894098	0.469372	5.65942	3.2511099999999997	1.45013	103.38	2.31755	2.37149	5.4253	2.7169	0.236096	2.23097	9.419039999999999	26.2395	8.357489999999999	20.0269	0.708012	10.3025	0.0	2.1233400000000002	4.88914	3.02215	1.99708	5.71119	0.35627600000000004	19.2454	12.6501	7.1783600000000005	11.4284	21.8138	18.1528	0.861002	4.91065	3.06705	16.6378	5.4412	8.66894	5.33561	0.9458049999999999	8.56811	13.4906	3.95011	2.21334	1.71097	1.60801	17.3516	8.24109	0.7459899999999999	3.19834	12.6068	0.0	0.680128	6.793639999999999	0.00528003	3.5208199999999996	1.25899	24.5902	0.8164359999999999	3.4038199999999996	1.58776	2.05645	1.51501	13.5009	11.449000000000002	0.945232	20.9602	5.76584	3.4879300000000004	2.11349	24.2649	5.35416	8.54618	0.566988	2.03836	4.50135	0.0	35.0615	1.04599	0.0	0.706976	32.7334	31.0508	3.992	2.50216	1.35143	1.1279700000000001	1.5095399999999999	16.9798	7.68797	8.257819999999999	12.8406	0.339023	14.10727	4.2140969	9.966295	27.681705	2.281865
S100A1	S100A1-005	0.0	0.298551	1.31225	3.01802	15.3284	0.651832	1.1585299999999998	2.50508	3.8096900000000002	2.0202400000000003	1.95212	3.1691700000000003	2.35167	0.76334	4.17363	0.935534	1.9518900000000001	0.360252	8.04691	3.41036	1.51296	0.8915290000000001	3.77385	5.01938	1.04233	3.3855800000000005	2.27858	1.64799	2.148	0.167095	1.31903	0.708943	0.241723	1.15562	0.6066189999999999	1.31209	1.49394	7.91495e-08	9.37311	10.8413	1.4171799999999999	2.23639	1.03524	1.4303	1.07989	4.43711	2.33113	1.8873799999999998	0.000257012	0.342545	1.29688	1.8549200000000001	1.17439	1.03925	0.263864	1.8794	1.6626	0.558656	9.09961	1.9432900000000002	0.8344440000000001	1.3321399999999999	1.0123	1.19194	0.291796	1.53745	5.4806	2.29818	7.989319999999999	1.41313	1.3732	0.9718129999999999	1.2847	0.7816270000000001	0.649845	0.96441	1.0493700000000001	0.0	2.1968	7.81367	3.0298700000000003	5.45519	3.0405900000000003	8.807260000000001	0.904442	3.7801199999999997	2.43188	3.87204	0.54565	1.7389	3.52682	0.0	5.3488	1.45418	0.854085	0.521949	1.3469799999999998	0.353419	0.193327	0.0	0.0	2.04027	5.40085	1.73672	2.6290400000000003	4.92778	1.1716	2.98285	1.13985	10.0244	1.09416	1.4079	1.19462	1.1354	0.611593	3.2845	6.70908	2.41236	2.90001	5.17575	1.48072	0.0	4.79914	2.12692	5.00406	0.647732	0.29931399999999997	1.23797	1.22835	12.0404	0.8255020000000001	1.0100799999999999	0.41738000000000003	7.76168	12.1718	3.72088	1.74616	0.935262	0.0	0.201469	5.85152	5.85356	3.18255	5.35994	0.6211635	1.736053	1.3670865	2.77299	4.247885	2.43268
S100A1	S100A1-003	0.0	0.119146	0.860502	0.403443	1.00731	0.367091	0.08115	0.41345200000000004	1.12446	0.649588	0.6022460000000001	0.345249	2.02035	0.410513	3.23035	0.16509100000000002	0.725114	0.481525	1.29208	1.89493	0.43523599999999996	0.223987	0.430001	0.6993159999999999	0.43157	2.46362	0.9748540000000001	0.612664	0.0	0.0	1.77279	0.615761	0.0	0.225793	0.0	0.397911	0.672629	0.39876100000000003	1.02744	0.291605	0.71639	0.47451400000000005	0.687851	0.845258	0.766397	0.434762	0.323698	0.288596	0.280106	0.0	0.105752	0.956829	0.640372	0.07277539999999999	0.0	0.737594	0.09630880000000001	0.0825192	1.24276	0.542585	0.0	1.20902	0.0599641	0.92155	0.0658737	0.21393600000000002	1.25734	0.21950300000000003	0.464851	0.21529600000000002	0.0	0.21611999999999998	0.831767	0.200268	0.0	0.282085	0.0	0.0	0.22846599999999997	0.8288760000000001	0.627076	1.20509	0.374607	0.704641	0.236777	0.335903	0.8309	0.96693	0.322191	0.511509	0.18924100000000002	0.303533	0.544257	0.126681	0.0765599	0.0	0.0	0.0	0.0777747	0.0	0.0	0.47269799999999995	1.2299	0.509959	1.0490700000000002	0.0982019	1.02304	0.949924	0.532708	0.708444	0.256222	0.71372	0.402616	0.8724799999999999	0.0886128	0.885885	0.8257329999999999	0.6652170000000001	0.701888	0.753093	0.5988829999999999	0.299821	0.801718	0.424441	0.46208	0.48250600000000005	1.0096399999999999	0.252717	0.348451	0.976242	0.258154	0.6380170000000001	0.0	0.575918	2.92705	0.397662	1.2698200000000002	0.44530200000000003	0.17266600000000001	0.359338	0.792913	0.290375	0.130226	0.411297	0.2922825	0.720883	0.469692	1.690817	0.751673	0.1346982
S100A1	S100A1-004	0.0	0.0	0.0	0.0	0.381796	0.0	0.0	0.208623	0.0	0.0	0.0	0.0	0.0	0.0	0.39168200000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7961159999999999	0.0	0.0	0.696078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23922399999999996	2.05956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.392488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27781999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.217998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27549	0.0	0.22540700000000002	0.0	0.0	0.0	0.0	0.0	0.28773699999999997	0.22085300000000002	0.252216	0.0	0.0	0.0	0.0	0.0	0.0	0.409195	0.33102	0.0	0.0	0.0	0.0	0.0	0.383575	0.0	0.0	0.45223	0.0	0.0	0.132941	0.0	0.71083	0.0
S100A1	S100A1-002	0.0884925	0.2522	1.5238399999999999	2.06145	0.861584	0.197022	0.406948	0.8916129999999999	2.1701900000000003	2.7777	1.8428799999999999	0.711095	0.459874	0.373413	0.712234	0.18320899999999998	0.46175	0.20855900000000002	0.491963	0.44809499999999997	0.146	0.210181	0.484357	0.313797	0.220473	0.53455	0.218273	0.142184	0.032366200000000005	0.387384	0.586855	0.5529390000000001	0.327378	0.379985	0.28916	1.47065	1.0868799999999998	0.263153	1.15992	0.979124	0.742822	1.7057	0.44949300000000003	2.69423	0.46862200000000004	1.9282299999999999	0.370273	0.562087	0.357565	0.168603	0.162708	0.326375	0.417479	0.313793	0.47429799999999994	0.35318499999999997	0.42917700000000003	0.23188899999999998	1.0973899999999999	0.27252	0.201672	0.373894	0.338066	3.31185	0.334915	0.453794	0.173575	0.221221	1.23894	0.593971	0.165471	0.5673229999999999	0.611093	0.350317	0.11629400000000001	0.12527	0.24602800000000002	0.314173	0.28842399999999996	0.810064	2.1354	1.31758	0.59229	1.0972600000000001	1.22165	1.1695200000000001	2.36993	0.704141	0.5113949999999999	0.728395	1.02841	0.397421	1.19537	0.28858	0.174013	0.258129	0.255628	0.601002	0.314698	0.223996	0.0198505	0.91281	1.2674	4.9686699999999995	2.2673	1.09994	0.5478430000000001	1.11605	0.457826	1.87884	0.5451590000000001	1.6730599999999998	0.633529	0.6203810000000001	0.189993	2.1284799999999997	2.6857	3.6377900000000003	1.24079	2.17117	1.08075	0.599854	0.318715	0.694738	0.6073	0.388046	1.77435	0.9967889999999999	1.28975	1.41093	0.0910539	2.25462	0.2934	0.311318	1.23911	3.6414	1.98985	1.2706600000000001	0.19174000000000002	0.40658099999999997	2.5930400000000002	1.95108	1.2238799999999999	1.7315	1.689985	0.14807085	1.0266965	1.1068705	1.6449695	0.5672725
LCE5A	LCE5A-001	0.07994810000000001	0.0	0.056252199999999995	0.0	0.0359429	0.027231400000000003	0.0	0.21449400000000002	0.0	0.0	0.0	0.0	0.145803	0.0	0.0465544	0.0	0.0	0.0	0.0413455	0.0583672	0.0	0.0	0.033658099999999996	0.048779699999999995	0.0	0.0	0.044472199999999996	0.0	0.0	0.0	0.0	0.0404002	0.0	0.0681698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036464300000000005	0.067833	0.040857300000000006	0.0	0.0	0.046967199999999994	0.0	0.0423721	0.034116	0.0	0.0	0.051428699999999994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0193511	0.0	0.0	0.0	0.0	0.0	0.036929199999999995	0.0	0.0456506	0.0	0.0	0.0	0.036679699999999996	0.023702200000000003	0.104058	0.0	0.0	0.0	0.118468	0.106573	0.0233693	0.078194	0.10917400000000001	0.0	0.0	0.0	0.050694199999999995	0.124771	0.0	0.0	0.0592453	0.038168900000000006	0.0	0.0644668	0.0	0.028269	0.076386	0.0	0.0312944	0.0	0.0	0.0352239	0.262789	0.09911560000000001	0.0	0.03936459999999999	0.0	0.0999039	0.0	0.0	0.0	0.0	0.030437799999999997	0.0	0.0302248	0.036899400000000006	0.0	0.0962997	0.0	0.0	0.0414017	0.0	0.0	0.0	0.0	0.0	0.323424	0.0275895	0.0	0.0	0.0	3.0108200000000003	0.034274	0.0	0.329841	0.0	0.0	0.0359565	0.0243968	0.031786	0.0827156	0.0	0.0	0.01931925	0.096325	0.1334845	0.04802245	0.0
