index	Transcript	AAZT	AAZO	AAVE	AAVC	AAVB	AAVA	AAV9	AA39	AA38	AA36	AA33	AA2Z	AA2W	AA2T	AA2O	AA2H	AA2G	AA0S	A95A	A8Y8	A8Y6	A8Y5	A8Y4	A8Y2	A8Y1	A8I3	A7RX	AA34	AA31	AA30	AA2X	AA2U	AA2R	AA2Q	AA2I	A8S4
FLG2	FLG2-001	0.011141799999999999	0.0249898	0.00631483	0.0202956	0.017557200000000002	0.012720799999999999	0.018056	0.031032999999999998	0.0118431	0.0162682	0.030653800000000002	0.05976619999999999	0.0485921	0.042874699999999995	0.0134865	0.029215699999999997	0.00922504	0.010140999999999999	0.0345819	0.0164616	0.0191468	0.0141966	0.04065440000000001	0.00751788	0.044893300000000004	0.0638231	0.0130614	0.007667105	0.02006699	0.04232227	0.01983595	0.033829685	0.012396675	0.02727067	0.008383395	0.009360455
CRNN	CRNN-001	0.0	0.0	0.0	0.0	0.19606500000000002	0.0	0.0491184	0.0	0.0	0.0378903	0.0	0.0	0.035131800000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0124809	0.0	0.0192019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S100A9	S100A9-001	5.10112	2.00904	40.2953	58.1798	76.2516	9.82543	207.69099999999997	23.3061	20.8552	6.61366	75.242	63.0965	10.0735	7.12635	10.5925	7.91153	17.1839	54.4529	3.27449	714.814	58.4134	12.0568	19.5954	29.24	82.4838	13.8602	14.6431	25.633525	48.42425	31.01735	38.10365	9.21185	18.1305	25.63215	1.6343	76.13275
S100A12	S100A12-001	0.11738	0.0	0.519829	1.51538	0.08236089999999999	0.32398299999999997	0.975722	0.121726	0.15492899999999998	0.145672	4.7651699999999995	0.47669700000000004	0.10214	0.178901	0.0676435	0.0	0.595899	1.53816	0.06704639999999999	0.9670200000000001	0.643683	0.11543900000000001	0.36801300000000003	0.304593	0.886768	0.0	0.842549	0.385221	1.385525	0.544803	1.134943	0.187344	1.438598	1.064485	0.1475699	1.2935065
S100A8	S100A8-002	0.08306749999999999	0.83096	0.0	0.0	1.0865200000000002	1.79015	2.18667	0.0	0.0	0.0	0.0	0.0	0.42170100000000005	0.0	8.21546e-06	0.0	0.0	0.0	0.29335300000000003	0.0	4.39901	1.1931200000000002	0.0	1.0260200000000002	0.0	0.0	3.3605	0.1737845	0.0	1.244165	0.757865	1.007925	0.0418492	0.0	0.608166	1.90579
S100A8	S100A8-001	1.26041	0.0	6.28996	18.6184	25.5397	0.5787399999999999	15.9345	2.39613	7.80169	2.77009	31.5279	14.5095	2.23684	1.44143	4.55124	1.5010700000000001	7.85215	21.3694	0.743542	25.3344	2.4766	0.659746	6.37697	5.3775699999999995	9.87173	4.90402	7.943689999999999	4.78261	17.7727	5.69586	18.3347	2.249215	7.633965	11.667355	0.0	16.2078
S100A8	S100A8-003	0.0	0.0	0.0	0.0566362	0.05304349999999999	0.0	0.22972800000000002	0.0759164	0.0483588	0.0	0.525781	0.059156600000000004	0.0	0.0	0.0	0.08160110000000001	0.054538300000000005	0.369112	0.0	0.5757260000000001	0.122267	0.0835022	0.144787	0.0	0.07187819999999999	0.0	0.13514500000000002	0.042102	0.13653385	0.06928675	0.1055978	0.0477442	0.04809015	0.0315514	0.01882855	0.1416355
S100A7A	S100A7A-003	0.062256500000000006	0.0	0.0	0.0	0.08753430000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0722505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S100A7A	S100A7A-002	0.0	0.0	0.0	0.0	0.0	0.189662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S100A7A	S100A7A-001	0.004665399999999999	0.0	0.00686075	0.00694082	0.0	0.0	0.00548155	0.0	0.0	0.0	0.0	0.00669627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00810004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003008855	0.0	0.0
S100A7L2	S100A7L2-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S100A7	S100A7-002	0.0	0.0	0.0	3.93256e-07	0.198727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12188800000000001	0.21485500000000002	0.0	0.0	0.201595	0.14821600000000001	0.0789688	0.0	0.0	0.0666594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0439563	0.043183	0.0	0.0	0.0	0.06849
S100A7	S100A7-001	0.0	0.852613	0.646383	1.41444	0.0	0.0	0.27273000000000003	0.255121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.361526	0.0	0.0	0.154138	1.17563	0.350146	0.0937163	0.0	0.0	0.326406	0.0	0.0	0.0	0.0	0.0	0.09131	0.0
S100A6	S100A6-009	4525.13	12788.5	1888.41	7603.86	8480.25	584.474	2244.63	74.4493	2406.41	1205.41	1510.69	649.636	532.604	2186.89	641.678	381.04400000000004	1032.08	770.842	2820.66	4517.85	1434.89	5718.51	2423.34	1415.46	1981.49	1900.53	1668.73	186.98275	210.74105	795.33305	1306.6165	360.89565	447.22075	1272.3677	1855.9635	2960.65575
S100A6	S100A6-008	17.6369	9.50901	2.47011	8.53167	6.168480000000001	7.67145	4.13848	0.0	7.15183	4.67845	2.60878	4.74655	2.8764	14.7964	5.21773	8.93063	1.8619299999999999	5.4175699999999996	6.1052800000000005	11.3347	19.0205	31.3705	6.37343	2.51965	4.13358	2.87436	6.89893	1.09858755	0.9429325	5.21651	3.111176	2.5699575	2.04397	6.4504	4.74869	3.839847
S100A6	S100A6-010	11.9422	202.69799999999998	18.1884	92.4365	112.855	2.94015	11.3757	1.32596	11.9107	3.42781	21.8628	2.65998	2.04009	13.7688	1.589	1.26699	15.7213	6.40501	32.0504	110.834	11.2717	39.9615	15.1049	5.3823099999999995	6.34997	19.6515	8.948160000000001	0.387449003599	1.33174	4.4471585	7.92825	1.5108	3.44635	10.556859	9.43225	11.3103405
S100A6	S100A6-007	8.572280000000001	150.291	5.98757	80.5184	170.72299999999998	3.70146	7.97832	0.0	9.98744	3.19351	50.6131	3.62436	2.87358	28.4998	4.7683599999999995	3.78625	14.003	2.65932	42.8215	208.52200000000002	20.2027	47.5981	8.69358	5.61722	12.8817	17.4531	27.3789	3.612191	2.8281865	12.30688	8.645475	3.0903	3.8557775	18.959255	35.3851355	7.8776795
S100A6	S100A6-006	112.439	292.91900000000004	41.4974	251.868	254.16400000000002	13.0447	75.3476	2.63735	69.5294	22.7943	49.5543	15.057	11.2189	58.7176	16.1881	12.5136	18.7415	18.4906	72.7743	155.099	47.3207	224.821	59.6403	35.7987	43.5768	38.5372	36.371	3.127254	5.80105	14.88929	39.781605	7.360505	9.67653	29.481945	45.2384255	87.445661
S100A5	S100A5-002	0.23566900000000002	0.27310999999999996	0.140746	0.734751	1.56774	0.0	1.1329799999999999	0.0	0.0	0.0	0.0	0.0772754	0.199439	0.48505299999999996	0.0	1.0789600000000001	0.0	0.0	0.0	0.0148065	0.0807506	0.201163	0.0	0.390048	0.319868	0.257742	0.027844900000000002	0.0	0.06718445	0.11630455	0.200391	0.0	0.299687	0.076616	0.054145	0.7422734
S100A5	S100A5-001	0.0	0.379648	0.0659666	0.505726	0.7964760000000001	0.0	0.296507	0.0	0.044944	0.0845388	0.43371800000000005	0.0	0.0	0.126911	0.0	0.257602	0.0979655	0.0762828	0.11635999999999999	0.318653	0.0	0.190671	0.08364169999999999	0.0	0.0	0.0	0.10080499999999999	0.0	0.0	0.0321962	0.4133585	0.063778	0.0	0.0	0.075219	0.0
S100A4	S100A4-002	11.3137	12.8505	2.27331	12.8192	14.8382	0.70009	73.946	0.0	5.0088099999999995	0.370824	5.05564	3.5963	2.40085	2.25949	0.508955	2.86314	0.997519	7.2406	2.44205	6.0406699999999995	4.80929	35.9647	1.7191299999999998	1.4139700000000002	11.2393	4.92098	2.13144	1.137587	3.406735	4.5006675	7.6311065	1.4734085	1.3947275	14.092678	0.934605	3.2217835
S100A4	S100A4-006	0.0	0.0	0.0	0.0	0.0	0.0	2.0260599999999998	0.0	0.0	0.249013	0.0	0.0	0.0	0.0	0.0	0.252813	0.0	0.0	0.0	0.0	0.0	0.212429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1240285	0.0	0.1327755	0.242115	0.0	0.0
S100A4	S100A4-003	27.4507	54.1371	3.16412	43.0972	20.2362	3.00957	50.5591	0.0	19.2423	3.83461	14.0934	12.1382	0.240169	30.6291	0.447184	2.53397	0.785017	2.0832599999999997	5.24111	61.4102	14.074000000000002	48.4089	5.6513800000000005	3.2886900000000003	13.8363	11.7456	24.0864	3.531935	0.376027	7.76215	6.7176	2.4787085	2.8875635	8.323363	4.8985725	7.74245
S100A4	S100A4-001	122.835	88.4077	77.0681	60.7484	431.897	41.7853	1764.55	2.32087	78.2097	49.5522	68.944	48.5896	37.3195	37.0087	31.6802	258.163	39.464	127.86399999999999	24.5288	74.9528	75.0944	167.997	34.8566	47.8252	127.24600000000001	44.5899	105.053	30.97928	35.285	50.9046	248.8441	28.7259	49.80755	201.16005	12.8307	68.60495
S100A4	S100A4-005	11.2984	12.5872	2.9900700000000002	14.7402	42.3149	1.33599	105.209	0.0	3.5683199999999995	2.56223	9.06841	7.10027	3.4883	10.1489	1.61735	12.3593	1.89507	5.90832	4.07983	15.2833	3.77629	31.4398	1.0531700000000002	4.1893	9.76141	6.13554	6.9104	1.16799	2.2749365	5.415573	17.70895	2.42553	1.51503	17.37242	1.449815	4.0460205
S100A4	S100A4-004	5.69104	31.2173	0.635099	17.2607	12.1529	0.737358	15.5241	0.0	8.47682	3.02025	9.79076	4.46583	0.0	10.6241	0.07936789999999999	2.72396	0.20944000000000002	0.7525970000000001	2.17276	23.3125	3.4802400000000002	8.942060000000001	3.7868800000000005	2.13301	5.777080000000001	5.54791	8.22907	0.83125	0.82534975	4.4469	7.6592185	0.718735	0.72668	3.286575	1.008375	2.99116
S100A3	S100A3-002	0.0	0.0	1.04549	1.4147100000000001	1.12481	0.72209	2.62072	0.0	8.09923	2.93735	2.82147	0.0	0.0	0.40723200000000004	0.110885	0.0	0.352905	0.231258	0.0	0.0	1.83978	0.0	0.523982	0.356567	0.32113800000000003	0.229366	0.40468699999999996	0.02056575	0.70701	0.1671324	0.2854873	0.29590675	0.152835	0.2045145	0.0	1.45683
S100A3	S100A3-001	4.52684	1.9053400000000003	3.85819	2.12993	3.68791	2.2269200000000002	5.8821900000000005	0.21854099999999999	10.9186	12.2929	2.03269	3.48169	0.743313	2.1798	0.415141	2.11651	2.6473	4.6128	0.943449	2.8107599999999997	1.8127799999999998	0.8102159999999999	7.2185	0.703717	1.62038	2.26877	2.00806	1.371695	2.58198	1.0242065	0.7583295	0.822515	0.512366	0.552407	0.24011895	4.854425
S100A2	S100A2-004	2.42785	2.2251	0.0	1.76688	15.1663	0.315071	56.3149	1.14089	0.0	0.695964	0.256477	0.140545	0.26961	0.12628699999999998	0.0	0.0	0.010994499999999999	0.0	0.150148	0.581037	1.97848	0.997693	0.6547930000000001	0.0	1.80424	0.0	0.0	0.0226197	0.082097	0.075986	1.259337	0.086499	0.053714	0.113041	3.547185	0.891474
S100A2	S100A2-001	4.47959	6.12631	1.24419	3.59956	36.4102	0.5132680000000001	32.2328	0.49918100000000004	0.763735	0.950586	0.717308	1.35014	0.895833	2.2551	0.22694	0.026753	0.13128499999999999	0.621214	0.728885	3.04631	3.0078400000000003	4.16918	2.5560099999999997	1.0417	2.83981	3.0421099999999996	0.5303800000000001	0.1796475	0.0793215	0.6202305	1.60875	0.2167775	0.2934905	1.27316	2.261155	3.47152
S100A2	S100A2-002	13.8167	10.09	1.4207	3.6010800000000005	36.5029	0.903675	18.57	1.63801	4.20003	3.8019800000000004	3.2306	2.30187	4.2043	5.6229	0.485401	0.285877	1.06928	0.713097	1.93301	7.65786	10.2827	12.9086	2.72945	2.77251	7.30143	3.92559	2.10072	0.56656	0.65611	1.265725	4.006415	0.560795	0.766015	4.7827305	8.47705	4.2387405
S100A2	S100A2-003	0.9261030000000001	2.39384	0.764349	5.56655	26.8417	2.63918	96.7452	0.0	0.0	0.0	0.326251	0.527708	0.0	1.4703899999999999	0.0	0.0	0.0	1.0421200000000002	0.0	2.1324799999999997	2.72918	2.74468	1.09005	0.0	1.3022200000000002	0.0	0.0	0.03042315	0.04041885	0.300123	0.2119207929	0.31585	0.102683	0.591595	3.634735	0.0
S100A2	S100A2-005	0.24877800000000003	3.3997599999999997	0.239537	0.705162	2.52545	0.0901291	0.8130390000000001	0.0	0.0	0.26550300000000004	0.274161	0.07638930000000001	0.319814	2.80641	0.158324	0.7399	0.0833459	0.0	0.0	1.28909	0.894921	0.8929450000000001	0.530145	0.42758100000000004	0.7416699999999999	0.42294899999999996	0.41266099999999994	0.0	0.0653505	0.479854	0.4473905	0.0923845	0.1397665	0.562645	0.35587415	0.134576
S100A2	S100A2-006	0.625883	0.454535	0.0	0.0	2.9079099999999998	0.0	3.1038099999999997	0.0	0.20573899999999998	0.234546	0.314429	0.557854	0.0	0.0	0.0	0.0	0.0	0.05492330000000001	0.0	0.5168510000000001	0.15405	0.6256229999999999	0.15568800000000002	0.0	0.164185	0.611223	0.11510999999999999	0.4099935	0.0	0.2175915	0.25111525	0.04465495	0.097008	0.56231	0.3482238	0.656095
S100A16	S100A16-007	0.0	75.7259	7.805060000000001	11.3272	20.3948	4.22516	20.0896	10.6375	45.8627	12.0523	28.3893	66.6657	64.4241	39.286	0.0	1.32835	17.9919	2.1722	1.43323	40.4006	10.6394	14.5833	43.2931	36.3352	69.1913	23.9197	8.46626	10.8768155	10.530315	11.50755	5.30255000061	4.4038	7.967415	19.58163	3.8762715	19.214737
S100A16	S100A16-008	0.80488	9.32656	5.66266	1.95445	1.5344200000000001	0.257038	1.95442	7.5341	17.8468	9.03955	6.4181099999999995	12.8016	10.3596	6.82817	0.23773200000000003	0.8655139999999999	3.19395	0.0	0.48461899999999997	11.1556	0.465057	9.35304	13.1496	12.3844	8.58672	7.7565	5.3273	7.617335	2.885425	6.014105	0.9372005	4.326175	7.47662	8.178485	5.503745	2.68713
S100A16	S100A16-010	2.2530900000000003	73.01100000000001	27.8701	5.52754	17.9447	5.59931	35.8061	4.14153	48.0156	13.698	18.6473	101.176	80.8227	41.9993	1.9065	3.18923	31.061999999999998	2.42196	3.04972	59.5613	7.97572	45.6791	55.2472	25.6834	59.5201	25.273000000000003	15.7307	20.813285	17.74484	16.484585	7.51769	14.51266	11.04999	20.95245	5.02551	32.5565
S100A16	S100A16-009	161.783	755.069	178.864	326.426	371.061	36.7195	220.18599999999998	65.8501	347.61800000000005	128.922	166.56599999999997	342.778	276.834	403.444	38.0387	35.5546	245.69299999999998	17.2498	102.53200000000001	428.38800000000003	243.146	453.374	228.90200000000002	173.831	496.02	270.008	150.817	220.98345	130.5791	204.14225	165.73335	111.57795	119.582	293.05175	173.6553	535.10005
S100A16	S100A16-011	0.97236	26.3075	7.255439999999999	9.15899	13.5936	3.09612	6.42628	1.8807	10.6346	2.78775	9.03604	14.5841	16.1475	13.5225	1.31529	0.11380699999999999	8.614130000000001	0.24553000000000003	2.12049	20.7835	1.7431	16.1306	13.0655	9.878219999999999	13.0091	3.5063800000000005	5.87715	3.9165835	7.174073	8.0931825	9.563597	2.844566	2.120425	13.1095265	2.4301465	6.7252883
S100A14	S100A14-201	70.3653	333.81699999999995	247.137	408.043	239.519	41.398999999999994	121.086	52.9519	136.342	3.18609	113.29899999999999	322.02099999999996	181.47799999999998	533.739	1.81325	0.0	1.08823	3.68586	30.1131	623.811	346.026	229.305	22.3856	52.6367	529.8240000000001	74.5455	204.47799999999998	177.10549	213.44433	340.91789	84.06673	98.33978	26.98817	269.276145	74.50805	24.667395
S100A14	S100A14-004	0.35696100000000003	7.586360000000001	6.54258	0.0	4.2579	0.310094	0.344188	0.0	3.79395	0.0	0.760644	3.3020099999999997	3.1821099999999998	8.14212	0.000137129	0.0	0.0	0.0218011	1.38286	6.47593	0.0	0.0	0.0	0.0	0.0	0.0	0.835151	1.203829	3.31225	5.7507305	1.310908	0.0	0.4428735	7.7431755	0.0	0.535865
S100A14	S100A14-002	0.689967	16.87	6.205030000000001	6.3185199999999995	10.4566	0.971094	4.26117	2.8235799999999998	7.133030000000001	0.0	4.41228	12.6665	6.67138	11.9409	0.0	0.22392800000000002	0.0	0.259644	1.13171	51.8942	17.3316	10.9803	0.757392	1.14753	7.40049	1.4818	7.37292	7.70025	7.3501	19.8006	2.873998	2.86573	0.0	5.53095	1.140135	0.249477
S100A14	S100A14-003	0.24291	2.18401	2.69581	4.66461	3.8663800000000004	0.752292	0.432546	0.968007	2.48053	0.142512	2.9100099999999998	11.8283	4.34194	7.9025	0.0	0.512721	0.202356	0.13096	0.40034899999999995	5.78068	1.9419099999999998	16.8081	2.24804	4.36451	14.1913	3.5428300000000004	2.58632	2.2069975	1.795743	2.278035	0.3685455	4.0480345	3.1175735	4.867963	1.2516665	0.4926855
S100A14	S100A14-005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.313444	0.0	0.330317	0.0	0.0	0.0	0.0	0.0	0.0	0.208403	0.0	0.0309498	0.0	0.0	0.0	0.0	0.0
S100A14	S100A14-001	68.7484	2.9894700000000003	8.7042	28.3681	31.4174	0.787907	1.62511	3.69191	16.0481	0.614963	4.0102e-06	0.015294499999999999	0.588152	52.7433	0.000312079	0.0	0.6894680000000001	0.0	18.4934	0.0	6.44479	0.013678399999999999	4.25466e-06	2.1284400000000003	2.74768	3.3342400000000003	10.2942	49.455291	11.75824	5.70539	6.942845	0.002361635	3.0509525867	16.497045	49.7533000045	2.6804765
S100A13	S100A13-001	161.606	0.905852	10.6181	15.2533	118.13	6.10254	72.0944	10.9336	36.8367	26.124000000000002	103.219	57.4298	38.6556	167.53900000000002	11.5614	52.192	29.0423	16.9779	37.1071	85.9968	15.1247	84.4291	28.6596	28.4785	89.0881	35.513000000000005	54.2631	29.728365	38.5532	60.35335	20.0259	55.05505	29.65385	142.208	43.15525	66.92279
S100A13	S100A13-201	12.9258	4.92092	0.0	0.55879	1.2348700000000001	0.687258	1.3949	0.0	0.0	0.585414	2.97382	1.89684	2.09591	10.4101	0.872976	3.88211	8.03732	0.733396	0.9698760000000001	19.3972	23.3082	7.471480000000001	1.05193	2.06279	1.06039	3.74605	1.33371	0.58398	1.026175	2.56733	0.0	6.05596	4.05025	8.787775	0.288042	0.0
S100A13	S100A13-202	148.912	121.37899999999999	17.5776	9.53426	27.2033	31.1501	9.86197	0.8382709999999999	14.6913	12.200999999999999	24.2891	10.2679	18.5552	22.1527	4.5799900000000004	5.0505	17.6111	2.50577	18.9834	20.0507	4.39004	50.1952	10.9603	12.1789	17.2709	28.1942	3.45404	2.969225	4.007735	5.29407	2.514515	10.19379	10.17671	34.423515	2.25829	19.208462
S100A13	S100A13-203	122.917	94.5272	33.7122	115.399	88.7947	35.7692	56.2779	7.090210000000001	58.827	33.3511	137.263	111.335	81.2667	188.755	56.4867	37.1965	62.0364	36.792	46.1182	126.829	64.1483	281.145	87.9764	53.7743	136.81	78.8949	74.247	43.86424	31.70467	58.1121	27.03431	76.5774	45.7111	206.0435	39.53485	54.264175
S100A13	S100A13-002	28.95	4.602469999999999	0.0	9.98859	0.0	0.0	2.67227	0.0	0.971801	0.0	30.5609	29.4069	38.6153	37.6628	0.0	3.17712	1.13085	0.9688100000000001	1.8802299999999998	40.1967	5.74102	68.7844	20.0208	9.11984	23.7873	2.1547	12.4571	3.16459	2.381285	4.74614	0.486504	8.5447	4.613925	62.057355	2.13561	2.224195
S100A13	S100A13-006	4.956930000000001	7.5552	2.48513	3.4047099999999997	2.59573	3.23811	1.65178	0.402957	1.27531	2.69181	8.721039999999999	1.73375	10.7483	6.8738	1.65042	4.89039	1.51043	1.09107	1.9274900000000001	3.3171199999999996	3.78269	4.37283	5.16293	0.7723800000000001	6.18917	4.43215	3.43097	1.598113	1.6196905	5.2506285	1.495065	1.128572	2.05475	4.4146755	1.607207	1.0716815
S100A1	S100A1-001	199.37900000000002	14.218	2.46875	56.25899999999999	2.2715799999999997	2.70913	1.8929599999999998	1.8315	3.4594199999999997	0.235665	530.965	210.22299999999998	281.38	512.754	0.98424	2.61237	0.9115120000000001	0.251608	2.3750400000000003	177.84799999999998	1.11419	648.53	81.8304	10.6469	167.52599999999998	27.6712	39.2875	11.0452	15.016105	24.817655	2.063394	65.6494	25.87758	719.28632	8.799285	1.201325
S100A1	S100A1-005	2.17315	4.53782	2.06622	5.53535	1.85178	0.505154	0.0	1.26091	1.17402	0.0	27.114	10.4052	14.1179	16.5731	0.535075	1.90422	0.0	0.0	0.469908	6.06801	0.924803	34.4841	4.526680000000001	3.4192	6.69291	0.9356389999999999	0.926541	3.26043425	2.8855	3.9967735	0.927037	1.426645	3.880775	13.38105	0.420485	0.0
S100A1	S100A1-003	0.343781	0.5557270000000001	0.344208	0.254264	0.0	0.34786100000000003	0.0989699	0.0	0.106751	0.216376	0.5942729999999999	0.856503	1.45668	0.508483	0.177857	0.160019	0.252632	0.0	0.17846900000000002	0.7333390000000001	0.350283	0.653593	0.198127	0.25361300000000003	0.47569300000000003	0.624749	0.10411600000000001	0.0	0.1478095	1.09564765	0.1151465	0.107774	0.106507	0.961745	0.0	0.0
