index	Transcript	AASW	AASV	AAPN	AAAR	AA7I	AA7D	AA7B	AA4G	AA4D	A9VB	A9GR	A9GQ	A9GO	A9GN	A9GM	A9GL	A9GK	A9GJ	A9GI	A9GH	A9GG	A9GF	A9FR	A9FQ	A9FP	A9FO	A9CJ	A97I	A97H	A93F	A93E	A93D	A93C	A939	A938	A8WG	A8WC	A8W8	A8W5	A8T8	A8T6	A8Q7	A8O2	A8NW	A8NV	A8NU	A8NT	A8NS	A8NR	A8NQ	A8NN	A8NM	A8NL	A8NK	A8NJ	A8NI	A8NH	A8NG	A8NF	A8NE	A8JE	A8JD	A8I1	A8I0	A8HZ	A8EZ	A8EY	A8EX	A8EW	A8EU	A8ET	A8ER	A8EQ	A8EP	A8EO	A893	A891	A88Z	A88Y	A88W	A88V	A88T	A88S	A7RB	A7HZ	A7HY	A7HX	A7HW	A7HV	A7DP	A7BO	A6Y2	A6Y0	A6XQ	A6XG	A6WC	A6VZ	A6QS	A6L6	A6L4	A6KZ	A6FW	A6FU	A6FH	A6FG	A6FE	A6FD	A6FB	A6FA	A6F8	A6DQ	A6DN	A6BW	A6BV	A625	A5U7	A5U6	A5U5	A5S3	A5M8	A5B8	A56G	A51D	A50L	A4QT	A4QS	A4P3	A4OX	A4OW	A4OU	A4OT	A4OS	A4OP	A4ON	A4OI	A4OH	A4OE	A4MR	A4MQ	A4A9	A4A8	A4A6	A4A5	A4A4	A4A3	A4A2	A4A1	A49Y	A49X	A49W	A49V	A49U	A49S	A49R	A49P	A49O	A49N	A49M	A49L	A49K	A43M	A43J	A43I	A43H	A43E	A3YC	A3YB	A3YA	A3Y9	A3QL	AASX	A7RE	A7RC	A6RF	A6RE	A4OR	A4OQ	A4OO	A4OM	A4OJ	A4OG	A4OF	A43C	A3I8
S100A6	S100A6-010	5.20376	1.09295	27.7636	616.1080000000001	2.54237	5.90905	2.94745	22.3297	29.307	3.26648	8.02062	1.07164	42.1948	6.57269	7.60769	0.886653	37.2826	14.4783	9.941980000000001	8.92746	171.06099999999998	7.48574	9.10705	8.39684	2.27965	2.36841	44.5167	10.9143	40.4725	12.1301	6.027819999999999	13.4789	95.6398	1.17408	22.9045	0.35087399999999996	6.8056	30.32	32.2219	12.5416	12.8068	2.96705	4.0996	9.48271	9.43144	1.9163400000000002	16.052	9.030330000000001	17.61	5.34491	11.2588	15.8334	4.37253	4.1989	36.3641	8.31669	83.0041	10.311	7.274139999999999	12.7432	5.98464	9.381910000000001	26.5054	13.6137	4.96511	1.8891	4.233569999999999	6.44998	4.50288	2.91426	21.7166	2.62641	10.1821	9.56798	0.0	21.9276	5.32486	42.6374	14.0375	7.43942	52.3181	3.2799199999999997	26.4608	5.50307	3.59784	0.753409	7.26617	5.94436	7.4662	1.41754	18.6526	2.2940400000000003	7.91223	51.0078	8.14665	2.85961	40.5568	2.5941400000000003	4.86141	9.79107	0.5259	11.955	2.6304	21.2077	13.5136	9.70295	5.95311	12.5142	36.1901	4.50054	3.21181	4.62021	3.19129	6.55031	7.22085	2.3521900000000002	3.15381	4.0801099999999995	0.647614	27.4289	17.5292	4.99451	2.33333	14.9067	0.11484100000000001	61.8283	5.023280000000001	12.7381	14.4385	18.6858	7.69764	12.8516	16.1759	20.7727	73.3829	34.9481	30.4026	11.5999	7.71387	1.5640399999999999	2.12092	1.8081099999999999	2.91379	1.9425	7.3281600000000005	13.6811	12.2911	4.224530000000001	4.21937	0.572693	1.68577	6.7492	3.68741	3.88332	0.906624	1.86363	10.981	6.74913	1.4843600000000001	15.2658	3.64045	10.378	18.8274	25.8507	8.23457	23.3528	1.38004	1.21941	0.563763	2.44655	98.58041	11.59101	1.89936	55.16334	6.58619	3.8012905	11.717885	17.85653	36.81353	16.4895635	6.3721685	7.67365	5.097534	1.964255
S100A6	S100A6-007	30.9209	6.787560000000001	14.2007	147.793	4.88469	20.4246	12.2873	39.8524	30.6896	13.2823	27.0553	3.46505	36.7624	34.3138	46.0201	9.97208	200.88099999999997	95.8352	30.2178	29.7062	122.25399999999999	15.8407	16.4797	21.3791	6.37849	10.2979	37.3539	28.4206	20.8933	14.4824	25.6012	18.1221	199.12	2.39567	31.625999999999998	1.85641	101.962	91.9065	94.7292	22.4958	57.6757	11.6712	11.2797	23.678	57.5199	6.17647	45.7372	18.6477	19.6478	4.47777	4.0522800000000005	39.0898	23.8752	6.73985	84.8296	25.3468	146.602	28.1244	22.5464	107.59200000000001	18.3652	62.9088	65.2286	28.4393	30.0756	6.50913	6.19053	18.0238	7.9964	7.9058600000000006	48.8579	4.24222	17.4575	42.3036	1.30134	108.546	10.3108	175.593	20.6769	38.9453	496.286	14.4637	15.0483	13.1005	4.9657	2.42108	21.8871	11.8025	4.546819999999999	5.7436	31.6033	2.70666	12.6769	31.6585	12.1225	4.85389	86.2027	4.864719999999999	4.47389	27.1324	4.0511	76.1821	4.4827900000000005	74.7444	27.07	6.49667	13.3021	50.792	32.9177	16.6277	10.1261	6.2256599999999995	5.7884400000000005	26.8682	17.1401	5.88169	4.3929800000000006	8.224039999999999	3.01278	171.513	38.5558	14.7757	5.89699	21.9788	0.9546690000000001	184.515	11.8791	69.1719	44.4351	34.2366	20.0347	27.7233	53.1339	56.9934	55.3199	175.609	138.341	34.2734	18.7837	7.7995	3.9521900000000003	5.362080000000001	1.95395	6.12459	13.9006	29.4388	111.84100000000001	26.4403	10.1286	1.2122	5.743930000000001	12.5624	17.1486	13.4449	4.28017	13.4939	19.5394	14.2552	3.15822	15.5229	22.4031	19.8508	116.955	108.40799999999999	37.7322	15.1198	1.1346	5.55697	2.1415599999999997	9.74157	224.94775	20.676835	13.28134	180.465945	7.143315	15.1766405	50.72721	36.637195	54.9253	60.51394	25.413295	30.56885	11.6602215	2.51147
S100A6	S100A6-006	65.8401	18.6914	30.5049	177.96400000000003	24.7593	11.4311	29.3063	57.8665	70.2379	51.964	75.4576	8.1113	48.0052	32.7654	54.935	27.0499	120.764	49.6682	75.2637	104.51799999999999	62.1141	34.6569	14.9697	82.7307	36.2662	17.5851	73.9341	55.2989	108.40700000000001	76.097	46.5212	33.8479	68.4562	13.728	65.6341	6.46741	45.1277	137.703	37.857	62.1369	44.5208	23.2843	42.9559	33.6932	83.1066	12.4009	124.67	42.0049	72.1508	25.4127	5.6268	117.728	26.0779	16.9768	218.17	53.2988	108.00200000000001	52.2577	21.7707	126.383	44.9731	44.38399999999999	65.0896	130.876	60.5489	55.0103	38.8491	53.7497	72.0042	25.5655	42.9819	25.2417	80.1393	38.5496	2.86972	112.273	45.4603	113.899	95.105	30.2665	57.9571	39.2592	21.3534	51.3684	20.9567	23.631999999999998	66.7448	103.8	49.4995	27.5985	181.188	23.4704	67.0541	52.3579	75.0293	32.5445	97.8687	47.8427	52.4749	154.97299999999998	13.4649	65.8208	42.898	103.764	79.1221	39.9275	33.4389	84.6488	71.1473	31.4987	24.509	64.7722	55.8062	78.6562	122.62100000000001	34.4409	35.8904	36.883	6.7939300000000005	70.0588	91.7029	38.8105	22.71	41.3523	4.092219999999999	272.202	27.5754	102.29799999999999	108.76799999999999	103.428	23.1995	17.1365	90.7826	99.6411	212.638	115.21799999999999	159.425	67.3077	83.1956	12.6677	16.2261	23.4062	21.1928	33.3994	41.5358	40.8818	95.5795	49.8871	32.5134	6.69785	7.60173	60.6037	46.0493	76.3718	25.2703	29.0724	36.1235	29.2807	30.9762	30.3189	24.4047	45.3332	87.6398	122.594	63.4358	32.9203	5.46114	18.2152	37.5748	70.9269	69.49005	77.85815	23.8451	108.5166	43.23055	43.471545	37.62375	51.97408	57.8554	75.65623	65.74413	25.7744	28.051995	14.31025
S100A5	S100A5-002	1.2218799999999999	0.135177	0.397446	1.49829	0.43119300000000005	0.4002	0.593515	0.70962	0.51558	1.6901599999999999	3.5335099999999997	0.21279299999999998	0.34068899999999996	0.856203	1.0318200000000002	1.2154200000000002	1.42107	0.74216	1.01775	1.54787	1.2845600000000001	1.51678	6.477909999999999e-08	1.4809	0.7405470000000001	1.4306	0.300645	0.607159	1.2178200000000001	0.25664000000000003	0.9469110000000001	0.0	3.34725	0.244621	0.426878	0.5501510000000001	0.275575	0.611422	1.12076	3.97266	3.19202	0.0	1.2651299999999999	0.414259	0.42642299999999994	0.345959	6.38886	1.90347	0.7572770000000001	0.257916	0.0	0.975958	0.358451	0.147606	2.0312	1.074	0.46517299999999995	1.4643	0.25249099999999997	0.819148	0.460563	0.458653	0.683059	1.64435	0.0	0.48089799999999994	1.00304	0.0	1.77174	0.203901	0.618062	0.394546	0.39782399999999996	0.21548	0.0	1.2070299999999998	0.8808940000000001	4.0707699999999996	2.81422	0.175596	2.4332	0.130526	0.41591000000000006	1.8727599999999998	0.17801	1.05855	0.658015	2.11903	0.42840900000000004	0.100138	0.5656869999999999	0.134174	1.85936	0.320773	1.25577	0.289519	2.53575	0.47016	0.0	0.82404	0.329235	0.751009	0.457946	0.670964	0.37884	0.362058	0.0	0.950456	0.8805	6.549110000000001e-07	0.130211	0.9964350000000001	2.13287	0.443071	0.34210799999999997	1.77282	0.840723	0.623189	0.171121	0.739096	0.290956	0.103539	0.0174499	0.380363	0.22726100000000002	1.04948	0.5709489999999999	3.42214	0.902623	0.664799	0.276712	0.453694	0.669771	3.5199599999999998	2.8601	0.44746099999999994	0.044582	0.9133709999999999	7.025930000000001	0.350035	0.974399	0.21023699999999998	0.9169379999999999	2.18724	0.33723600000000004	0.843942	1.0119	2.65219	0.42797799999999997	0.242977	0.174351	2.38342	0.6393439999999999	0.6399050000000001	0.0	1.1655	0.8642540000000001	0.572784	3.0032799999999997	2.16621	0.187066	0.0	1.41363	1.5897299999999999	1.42523	0.277535	0.658482	1.3227200000000001	0.631628	0.48263599999999995	1.006346	1.735565	0.394397	0.3097255	0.6874405	0.4737961	0.24198705	0.619535	0.5480745	0.486412	0.51838525	0.2505255	0.32143015	0.1142834
S100A5	S100A5-001	0.645767	0.156065	0.0	0.40519099999999997	0.211562	0.0	0.504991	0.655015	0.264635	1.95376	1.6914900000000002	0.0	0.128928	0.482151	0.719453	1.42679	0.188407	0.951462	0.15550899999999998	0.9244290000000001	1.59369	0.903381	0.404951	1.59762	0.89866	1.1251	0.150792	0.381158	0.0	0.10733499999999999	0.325047	0.187656	1.46393	0.0	0.0	0.1755	0.337035	1.29803	0.31798000000000004	3.48052	2.63876	0.312215	0.76627	0.64823	0.598193	0.059384400000000004	2.8772599999999997	1.2631299999999999	0.49201000000000006	0.0	0.254069	0.138903	0.17538199999999998	0.0	0.0	0.260327	0.5543710000000001	3.07202	0.214121	0.490573	0.42803100000000005	0.644407	0.40017800000000003	1.50916	0.532931	0.82421	0.655921	0.5653590000000001	1.30285	0.0	0.0	0.191011	0.578342	0.0438013	0.0	0.532822	0.165716	3.7535300000000005	0.5010399999999999	0.0	0.567669	0.2064	0.0	0.460379	0.25298200000000004	0.41048100000000004	0.0	0.5956819999999999	0.236801	0.0914294	0.619401	0.35722600000000004	0.05833530000000001	0.917108	0.41345299999999996	0.322008	1.55805	0.0	0.0	0.600791	0.0425598	0.290551	0.659327	0.6438520000000001	0.0320392	0.0	0.0	0.840281	0.40995699999999996	0.804335	0.295173	0.0	2.62865	0.490526	1.08685	1.36428	0.368983	0.17453	0.0	1.1171799999999998	0.300501	0.08226560000000001	0.159528	0.462063	0.0214124	0.907084	0.902217	2.44227	0.09836569999999999	0.0917434	0.12721300000000002	0.0	0.520837	0.704224	0.5903649999999999	0.716851	0.603122	0.83191	5.15376	0.109465	0.9150870000000001	0.196158	0.515258	1.95337	0.104305	0.755929	0.419559	1.10541	0.36828299999999997	0.169923	0.0480488	2.0501400000000003	0.45841499999999996	0.72264	0.66603	0.743997	2.11005	0.0	0.5231020000000001	1.9028	0.05570359999999999	0.190436	0.450064	1.9620400000000002	1.38008	0.0	0.416154	1.11909	0.41977	0.893275	0.581802	0.708085	0.3703415	0.472661	0.1517565	0.3326245	0.1376305	0.372086	0.2182595	0.51523755	0.2337455	0.2432665	0.216363	0.074816
S100A4	S100A4-002	6.1695	1.47784	9.02549	8.99274	5.82218	11.9829	13.0041	20.8066	9.284289999999999	3.75569	30.999000000000002	6.29321	9.89398	6.53057	5.96985	5.93898	10.793	2.2882599999999997	6.30394	12.369000000000002	11.6158	21.3154	21.9002	11.2609	33.2319	2.27405	19.8896	6.4600800000000005	29.4424	4.60535	4.92467	22.8945	7.85204	0.969181	22.2261	7.22266	10.2965	8.2819	8.60695	2.32928	7.167669999999999	8.09281	1.9780099999999998	7.79555	11.2012	10.8463	58.68600000000001	16.5175	2.62965	9.50274	1.44008	35.9568	21.4447	2.53615	53.9818	2.88373	1.91372	10.9889	4.2929699999999995	7.98083	24.8934	25.2271	2.3479099999999997	8.71397	3.9724800000000005	9.17282	11.5421	0.993526	3.9803300000000004	4.820880000000001	1.79394	6.598139999999999	15.6632	1.52194	2.94463	9.15093	6.811710000000001	15.6753	9.1147	2.42807	153.971	8.857660000000001	29.9026	6.52545	2.11045	24.8105	6.75243	44.1398	2.12399	9.16958	15.922	53.5471	8.490639999999999	2.08799	4.5424	1.4538	1.2474	8.05171	20.846999999999998	6.040080000000001	9.91194	10.097000000000001	8.154060000000001	2.83092	0.793845	4.6325199999999995	2.8742099999999997	11.9824	4.17951	3.87388	4.1496699999999995	6.8442300000000005	30.3983	6.5183800000000005	2.35638	5.98205	8.31591	2.04495	3.17829	47.3616	4.23329	2.7500299999999998	7.3453800000000005	14.298	0.8281459999999999	16.7851	1.6932200000000002	9.589210000000001	5.70219	8.44383	2.65318	24.4517	2.9110400000000003	5.3227199999999995	7.616789999999999	2.88179	1.61227	7.02215	5.0972800000000005	9.59699	14.8494	5.57644	10.7571	8.38144	5.64688	24.4156	9.436060000000001	6.581360000000001	8.68321	11.2368	4.59053	23.7624	2.19997	7.012060000000001	4.208069999999999	4.60977	6.0911800000000005	7.062689999999999	5.35045	4.54394	1.02738	3.17288	2.39396	3.78197	2.40576	15.0754	2.64062	8.60404	31.3498	16.2166	4.349015	2.945565	10.829675	4.59223	9.081475	2.63025	21.97371	10.18907	0.8727285	3.17249	3.843275	1.35308	5.937333	11.006805
S100A4	S100A4-006	0.42651000000000006	5.79856	0.269223	29.6826	3.8575800000000005	0.0	2.4706	12.8837	1.23053	5.5221	0.29527	0.0	21.4228	0.0	0.9515239999999999	0.0	1.2706	0.0	0.0	0.0	4.44343	0.272909	13.0667	4.36574	2.35657	3.7093	2.42943e-05	5.08156	54.7484	2.23665	0.0	0.0	0.0	0.0	0.0	0.0	0.252244	0.0	0.0	5.31425	0.28167800000000004	13.2282	2.41912	7.5849899999999995	1.9316900000000001	0.0	2.2919400000000003	0.0	0.0	4.61794	0.0	0.0	0.0	16.6933	0.0	0.982159	0.0	0.0	0.551809	0.0	1.40248	1.13147	1.7203400000000002	7.049510000000001	4.06515	0.0	0.887049	4.92515	3.1049700000000002	5.03655	13.9709	0.0	0.281227	3.0468599999999997	19.5201	1.89985	0.0	2.4513599999999998	0.29730999999999996	0.0	3.5531800000000002	5.5288699999999995	0.0	0.9925200000000001	5.56619	0.0	2.9371400000000003	0.760133	3.14446	0.0	0.0	0.16179300000000002	3.8589900000000004	0.0	0.0	2.17948	0.0	5.92071	0.897293	2.89955	0.0	3.6425400000000003	0.8693489999999999	0.0	2.21258	0.41825100000000004	1.42467	0.0	2.1145400000000003	0.0	0.31945500000000004	0.0	2.69415	0.0	0.613319	6.57747	5.13251	1.4327	1.23491	0.0	13.0884	1.05702	7.156689999999999	2.73516	0.228832	1.33328	5.0098400000000005	0.969094	0.0	5.4204099999999995	0.0	14.6017	0.29693	0.0	0.0	0.0	1.5272700000000001	33.3472	4.13324	14.3387	0.905017	2.82185	2.0757	2.5175	9.422369999999999	3.89627	29.6512	0.701695	7.141889999999999	3.33891	3.33181	16.171	0.0	7.9503699999999995	3.73021	2.98945	8.02102	7.172339999999999	2.62056	12.2901	0.0	0.320898	0.0	0.388209	0.468105	46.4234	3.7080699999999998	3.9463	48.5066	0.340873	0.0	0.438339	2.526712	4.05384	0.0	0.0	0.1705795	0.2875605	6.95852	0.0	0.877595	0.0	0.0	2.6154445
S100A4	S100A4-003	5.79702	0.5667800000000001	17.6388	50.7361	1.11456	2.27641	9.496369999999999	26.3481	9.27685	6.96205	24.5653	1.69911	7.2493300000000005	2.97816	5.12669	0.275394	10.1572	1.27191	8.62341	9.01874	6.679139999999999	10.9691	5.98724	9.74286	6.30814	4.24632	21.0866	12.0617	17.4185	0.566447	9.93218	8.57957	16.7777	0.437241	17.9731	2.31904	3.4797300000000004	2.61722	23.5834	7.20178	5.50399	15.049000000000001	3.93686	4.89308	8.46086	1.7378200000000001	17.0894	12.8749	18.6508	4.5022400000000005	1.37991	14.9135	5.56171	10.4416	49.9625	7.8345	5.52907	10.6541	4.01671	4.97673	5.33246	2.8942799999999997	3.95468	9.39973	11.0918	7.15533	8.06441	2.08838	14.8991	0.68284	2.61902	1.9945599999999999	5.81407	2.01985	7.933680000000001	8.60642	39.7289	14.3332	20.1574	0.0	17.7409	2.63416	10.3311	4.67061	4.02157	4.1965699999999995	9.208960000000001	9.92023	1.8823900000000002	10.1436	32.7554	2.91878	8.00108	44.4644	8.631739999999999	2.04733	23.2729	2.28423	8.1261	3.9109199999999995	0.670888	6.54524	4.27145	18.0951	2.18128	3.1421799999999998	0.697642	6.7969800000000005	28.9087	5.76117	2.06224	25.8041	5.84061	4.28926	8.54964	1.80941	4.91584	2.0533900000000003	0.691182	49.788000000000004	5.7588099999999995	1.19498	4.1636	8.61626	0.5544060000000001	21.1022	1.97438	4.56226	5.667730000000001	1.9867700000000001	1.03223	9.13312	10.9676	20.5623	27.9565	7.441610000000001	3.69167	0.7725609999999999	7.712280000000001	0.24325300000000002	1.03029	5.76511	2.43627	7.277010000000001	5.93803	13.4499	2.23945	8.76025	1.71035	2.08573	4.96553	3.3581199999999995	12.3051	1.78731	6.831989999999999	0.5890529999999999	3.9611699999999996	5.16314	29.4771	6.59932	1.20913	17.9231	7.4877199999999995	7.82264	8.81489	10.2769	2.77929	1.1468200000000002	16.437	13.4708	8.64641	2.778455	3.65137	6.3098	3.60582	3.6873	1.1299	4.6826	2.747225	3.1758425	3.61862	1.4988175	1.419327	3.860025
S100A4	S100A4-001	14.3134	19.2257	29.0976	26.36	38.4729	18.7716	33.5255	10.8128	38.2306	9.65348	374.392	18.7488	0.0	34.7368	37.8043	24.761999999999997	85.9658	6.84488	28.6247	166.352	62.9753	256.327	19.457	25.9922	116.794	22.0014	23.9194	40.0761	60.0032	12.1283	30.2149	45.2462	22.3708	14.7861	232.755	48.343999999999994	39.7294	22.1499	42.5971	20.625	27.5988	13.7733	21.4816	19.0006	47.0127	76.5227	1125.07	117.366	27.3333	40.0317	19.9312	539.27	72.8921	27.4413	342.644	42.1967	12.9525	72.4103	21.781999999999996	26.0752	73.1232	43.3193	31.7075	69.937	0.127575	37.6334	22.2777	11.9424	16.7029	22.9061	1.86277	27.0772	67.2222	11.4934	34.841	46.9805	86.7246	171.11900000000003	96.4522	10.1675	716.112	45.3444	92.9713	18.1575	31.3565	79.2151	24.017	100.92200000000001	17.6134	116.242	77.3268	162.983	30.9072	19.3288	10.5678	25.7688	8.62195	42.2661	50.9521	43.222	38.3728	173.764	27.1253	69.7876	8.883339999999999	62.7866	24.0001	49.5602	1.86509e-09	13.7672	26.0422	15.4267	73.9572	39.2424	18.2899	18.1151	32.443000000000005	19.1075	24.5361	395.417	24.5677	13.9986	48.2597	24.432	65.6791	349.70300000000003	17.8368	96.3658	34.2067	42.6052	20.7022	59.1039	26.4532	23.6436	43.457	8.13928	18.66	34.4444	9.74957	58.3184	45.7745	18.8101	61.1306	28.0893	16.6152	13.8023	55.716	21.7434	29.085	57.5729	22.2456	53.5797	29.4877	26.658	57.1881	32.3868	20.9436	13.049000000000001	52.8717	15.5576	10.0611	17.2341	21.5941	20.0637	9.29123	63.365	33.7628	86.6841	41.3942	28.5095	4.84383	47.37455	36.53335	91.9822	41.00965	10.80971	94.1985	55.69715	14.988845	13.541325	19.62165	12.3962	49.49613	48.07785
S100A4	S100A4-005	3.76526	1.0466	20.871	39.2588	1.74955	0.0	5.75097	24.6959	12.8666	3.25658	23.178	1.01854	18.5843	2.7035099999999996	3.19202	1.9442099999999998	6.45452	1.2159799999999998	3.4561599999999997	5.40302	20.8837	13.3401	12.1099	5.9679199999999994	10.3618	4.1523900000000005	7.49511	6.47887	14.6488	0.627318	3.60994	11.8635	7.525189999999999	0.711728	28.6013	2.60879	5.225630000000001	0.0	7.47173	4.42355	2.64604	12.3704	2.50231	12.165999999999999	5.37136	3.97269	38.1198	11.1544	4.72748	3.4874699999999996	0.00431305	21.7778	3.08736	18.3355	22.5828	5.19658	3.29219	7.605689999999999	1.6230799999999999	4.9646300000000005	6.4753099999999995	5.314369999999999	1.76564	6.72394	6.701289999999999	5.37066	5.01129	1.59845	7.23573	1.67057	9.65355	1.20393	7.72927	2.01058	3.42757	3.6973199999999995	12.1529	11.3071	9.03415	0.0	148.024	3.72905	17.9408	2.5316	5.31764	5.27119	3.35989	6.454359999999999	0.8747450000000001	3.39165	8.554680000000001	9.50324	4.01768	32.0998	3.08851	1.34806	8.87935	3.2574799999999997	5.2646	3.64833	4.492380000000001	7.643160000000001	3.03228	6.34185	0.6111800000000001	3.92119	1.2365700000000002	3.4944800000000003	21.0758	2.39089	2.17537	0.571968	10.2941	3.09859	5.10736	2.89546	5.85725	1.41353	0.76603	65.9324	3.49779	0.957242	3.67841	11.503	3.49629	30.1434	3.49341	10.9792	2.3559799999999997	3.9317699999999998	1.2691700000000001	5.61995	5.66099	3.69045	35.8814	4.18195	1.59709	2.5747299999999997	8.9151	2.7865	3.2654900000000002	2.6205700000000003	2.8691400000000002	8.11585	2.5591	14.3147	12.9526	4.85968	2.28016	4.451219999999999	4.07045	8.224839999999999	7.19309	3.70384	8.15997	3.6023	9.5594	2.37767	11.7868	10.6616	0.97073	4.80944	2.21461	5.19928	3.45753	17.7233	3.3598	8.874239999999999	23.9601	5.9524099999999995	7.01178	1.815048	2.52138	3.031685	2.165945	2.4334175	5.77323	4.148575	3.53151	1.8509705	1.815237	1.9030495	2.048888	4.725915
S100A4	S100A4-004	1.7542400000000002	1.60814	3.23353	4.56382	0.972045	1.02991	6.54743	4.4631300000000005	2.59544	5.03578	7.27832	0.375205	2.12466	2.11367	2.4929799999999998	0.125782	4.088430000000001	0.745334	2.4258	4.415030000000001	1.9645400000000002	4.58933	1.56711	5.76715	2.62359	2.9134900000000004	3.29625	6.437	2.3263	0.5508890000000001	2.2911900000000003	3.34636	2.57564	0.599333	6.58695	0.725481	1.83791	1.0082200000000001	5.66063	4.67581	2.41973	2.33847	1.8319400000000001	1.68815	3.5634300000000003	0.7205010000000001	7.2321100000000005	5.24909	5.14379	2.64348	0.340457	7.064830000000001	1.87867	3.33667	14.557	3.4785199999999996	1.7246400000000002	5.37442	1.77702	3.3493800000000005	2.2923299999999998	1.78605	1.4968299999999999	3.80196	4.424930000000001	6.67535	5.05186	1.08815	3.16838	0.8198629999999999	0.503645	1.29055	2.90638	1.3630799999999998	1.89104	3.65219	15.4416	16.4778	7.236039999999999	0.0	3.11882	1.58071	3.7452699999999997	2.2558599999999998	1.06683	1.5906799999999999	6.40795	8.27585	1.28613	0.682312	16.2792	3.58166	2.95798	7.665660000000001	5.10479	1.13876	6.71731	1.7453599999999998	1.4609299999999998	2.20542	0.5975060000000001	2.5535200000000002	1.71235	7.2019	1.7777599999999998	1.45916	0.7455970000000001	3.63084	16.1047	2.05004	0.6850569999999999	1.7120900000000001	5.40725	3.2938699999999996	5.059830000000001	2.99883	1.8230099999999998	1.05522	0.5145	10.6891	4.57592	1.5091700000000001	1.7034900000000002	1.6976900000000001	0.21708000000000002	14.5065	1.92595	6.569610000000001	3.61818	1.52804	1.11716	1.78056	5.1825	5.87249	7.487889999999999	3.5106699999999997	3.23831	1.9956	5.336880000000001	1.61449	0.94801	2.2305	1.57562	4.61129	3.63067	2.57577	5.75506	2.12479	2.3566700000000003	0.9848620000000001	3.7875699999999997	7.15906	3.6564099999999997	2.3885	1.4833	1.10857	1.7971099999999998	2.4645200000000003	11.8365	3.4823800000000005	0.559136	5.52166	4.90649	5.54016	2.85471	3.70335	0.9817790000000001	2.6787400000000003	3.12253	7.756010000000001	1.720141	3.45411	2.80926	2.61673	1.082165	2.23398325	1.77615	2.5623715	1.41223	1.319486	1.5092335	1.0267675	0.6278402	1.277385
S100A3	S100A3-002	1.23238	2.62577	4.99231	1.10106	2.59603	4.07264	2.65204	5.2477	1.15724	2.94848	1.5411700000000002	0.386056	0.0	1.40133	1.13775	0.44904799999999995	1.24645	0.0	0.45343500000000003	0.340523	0.758383	2.02878	4.0006	2.41827	1.12838	1.83318	1.24581	4.24526	9.69233	1.5778	0.8911180000000001	0.803609	0.183501	0.23549099999999998	4.77349	0.42482700000000007	0.151356	0.0	2.7798599999999998	4.40417	0.24584699999999998	4.09101	1.8054599999999998	3.6039800000000004	1.4716200000000002	0.574443	2.56235	1.13877	1.85028	3.54645	0.232327	2.9851900000000002	1.55782	4.894909999999999	1.58723	2.6545900000000002	0.8467180000000001	1.06331	0.0	0.48610200000000003	0.89474	1.6610599999999998	1.17628	5.75854	2.09769	0.21696500000000002	0.8119430000000001	3.90593	0.924484	1.5039	3.4441900000000003	0.0	0.638227	0.911114	0.26613600000000004	1.03406	0.326954	1.7540799999999999	1.6007	3.82784	1.7329700000000001	2.87852	2.1711099999999997	0.594202	2.7867	1.2772700000000001	1.55599	2.66502	1.39283	0.0	1.28995	2.6402099999999997	3.39808	1.7676599999999998	0.0	1.81497	0.0415829	3.61206	0.0	1.6114	0.549639	1.1644700000000001	1.61636	1.11004	2.41495	0.0	3.3404800000000003	0.889293	2.66385	4.84179e-09	0.0	0.0	2.42195	0.545682	0.165554	6.92209	5.87511	2.13252	0.923125	2.53608	5.83089	2.40674	4.4273	3.12035	0.31335	0.7094060000000001	1.76272	0.408866	0.22388200000000003	6.03213	0.030614599999999995	1.69875	0.7640680000000001	1.38184	3.13726	0.98824	1.26522	18.4015	2.81593	5.41141	1.27341	1.7687400000000002	1.4882	0.8609020000000001	4.9621	4.63903	16.8591	0.0	5.482469999999999	3.03783	2.58244	9.614889999999999	1.25311	2.0582	2.11868	3.3481199999999998	3.0869999999999997	2.93365	2.9256	7.99211	0.0	0.761158	0.371987	0.329941	0.711116	3.9443699999999997	2.7227799999999998	1.63487	3.8260699999999996	0.23462800000000003	0.4844196	0.8270705	2.236819	4.795505	1.016332	0.1332685	0.9427675	0.653324	1.5305595	0.51774545	0.771561	0.3362015	0.664815	1.514436
