index	Transcript	AB19	AB14	AB0T	AB0Q	AB0O	AB0F	AB0E	AB0D	AAZ3	AAZ2	AAZ1	AAYX	AAY1	AAY0	AAXZ	AAXY	AAXX	AAXW	AAXV	AAAP	AAAH	AAAF	AAAA	AAA7	AA9L	A9ZZ	A9WF	A9V6	A9RR	A9QX	A9QW	A9QU	A9QT	A9QS	A9QR	A9QN	A9QM	A9QL	A9QJ	A9QI	A9FD	A9FC	A9FB	A9FA	A9F9	A96V	A96R	A96Q	A96P	A96O	A96M	A96L	A96K	A96I	A96H	A96G	A96F	A96E	A96D	A96C	A96B	A96A	A969	A966	A965	A964	A963	A962	A961	A95H	A95G	A95F	A95E	A95D	A936	A933	A932	A931	A930	A92Z	A92Y	A92X	A92W	A92V	A92U	A92T	A92Q	A92O	A8YW	A8RL	A8RI	A8RH	A8RG	A8RF	A8RE	A8RD	A8RC	A8RB	A8R9	A8R8	A8OM	A8M8	A8M7	A8M6	A8M5	A8M4	A8M3	A8M1	A8M0	A8DJ	A8DG	A8DF	A8DE	A8DD	A8DB	A8D9	A8D8	A853	A8D7	A8D6
HRNR	HRNR-001	0.00741767	0.293587	0.0246576	0.11307	0.132964	0.00186945	0.0174932	0.00136642	0.10818	0.00593976	0.030385500000000003	0.0635188	0.0411282	0.00234188	0.00693145	0.00322445	0.170016	0.103985	0.109077	0.0363977	0.022556700000000002	0.038690800000000004	0.03830669999999999	0.0115496	0.061782500000000004	0.0658201	0.0544852	0.43686499999999995	0.0151196	0.0664264	0.0159879	0.118849	0.016830599999999998	0.060344100000000005	0.00913435	0.0911979	0.045374300000000006	0.0308416	0.077855	0.0647024	0.0367113	0.028285900000000003	0.154823	0.00970321	0.00581799	0.035543599999999995	0.0735911	0.308846	0.17238399999999998	0.00941632	0.340618	0.109926	0.12521400000000002	0.0163308	0.042533499999999995	0.00381731	0.055501499999999995	0.017081700000000002	0.07696660000000001	0.118127	0.0941138	0.033765699999999996	0.033236800000000004	0.00226535	0.203522	0.397219	0.48849899999999996	0.18865	0.0133211	0.0951111	0.052213699999999995	1.13363	0.029794900000000003	0.0852425	0.0274767	0.0247314	0.00435392	0.16071300000000002	0.053968100000000005	0.552511	0.0189895	0.0430284	0.0793857	0.315831	0.13883099999999998	0.0106546	0.07308730000000001	0.0110217	0.00371454	0.18318299999999998	0.16498	0.119466	1.41616	0.128469	0.0190237	0.091455	0.682597	0.00436489	0.046391	0.00550283	0.00846528	0.0102111	0.00975518	0.00766083	0.00560477	0.0103351	0.33963000000000004	0.0409204	0.00686724	0.0714873	0.041638	0.040529199999999994	0.0381525	0.00793889	0.0240642	0.0713007	0.268462	0.0302704	0.0444286	0.06001
FLG	FLG-001	0.00857635	0.0508918	0.00125849	0.0540241	0.00713844	0.0	0.0	0.0	0.102372	0.0492651	0.026127099999999997	0.08162799999999999	0.00126609	0.0	0.0113992	0.00247234	0.042642	0.196624	0.049326300000000003	0.00706599	0.00613828	0.00213132	0.0265389	0.0	0.00154968	0.08402430000000001	0.00986632	0.124773	0.00643218	0.00625324	0.0	0.0325873	0.028737099999999998	0.0490566	0.00140113	0.00784095	0.137745	0.0192277	0.0356044	0.0106002	0.0517539	0.015075899999999998	0.0760477	0.00297437	0.00589786	0.0243823	0.00529673	0.07670360000000001	0.0284252	0.0	0.208484	0.0914975	0.0266958	0.0	0.199471	0.0	0.0185909	0.0566499	0.161074	1.28729	0.0172875	0.0038994	0.23372600000000002	0.0	0.158633	0.48058	0.09478610000000001	0.0467633	0.0247011	0.033934	0.189795	0.17736	0.00307457	0.791759	0.00509796	0.0940477	0.00167732	0.117612	0.00850907	1.4045	0.08128780000000001	0.00763828	0.0358435	0.26119899999999996	0.0508469	0.0102387	0.0135764	0.0153817	0.00142467	0.016830200000000003	0.08417519999999999	0.037373	0.879783	0.013855100000000002	0.0251935	0.0332728	0.157633	0.08289869999999999	0.0126383	0.0224796	0.00804991	0.0278211	0.00773826	0.00584172	0.0103076	0.0303656	0.188815	0.40222399999999997	0.0160494	0.0986191	0.00320163	0.0130887	0.0667968	0.0	0.00417566	0.153669	0.48600299999999996	0.130689	0.19196575	0.272795
FLG2	FLG2-001	0.00674101	0.0130953	0.00577858	0.0150227	0.00834016	0.0175982	0.032376	0.013588399999999999	0.026497500000000004	0.00721662	0.011592	0.0202763	0.0119854	0.011016	0.06399439999999999	0.00586721	0.0161463	0.0315541	0.0368828	0.00810817	0.018637	0.029745999999999998	0.0182735	0.0136953	0.0163792	0.06271900000000001	0.0229667	0.042058099999999994	0.0273853	0.0191095	0.0191013	0.0117295	0.0163186	0.0162572	0.0147991	0.028247199999999997	0.0211697	0.00917994	0.0184035	0.0349481	0.024874700000000003	0.0206812	0.0678348	0.0068696	0.0275115	0.00753855	0.013900399999999999	0.0219764	0.021557	0.0198399	0.04611830000000001	0.04336	0.0146285	0.0275658	0.024581	0.0	0.00861676	0.0204245	0.0228785	0.07174610000000001	0.017275	0.0138112	0.029558299999999996	0.013464199999999999	0.0360351	0.0529319	0.040349199999999995	0.024061900000000004	0.006405199999999999	0.019225400000000004	0.0408459	0.0349104	0.0116169	0.0807201	0.00626105	0.0261973	0.010441200000000001	0.0329281	0.011292299999999998	0.036598900000000004	0.014410399999999999	0.00932958	0.0160888	0.0326747	0.0100427	0.0277005	0.028816500000000002	0.0157163	0.015447999999999998	0.015798799999999998	0.0229285	0.016496599999999997	0.0456807	0.0191084	0.026632099999999995	0.0128246	0.0332462	0.034888499999999996	0.0463154	0.0151385	0.015272200000000001	0.00624067	0.020008599999999998	0.013641	0.021901900000000002	0.00248115	0.038975699999999995	0.0259654	0.0230725	0.0129834	0.0177384	0.0101798	0.026589799999999997	0.020837099999999997	0.00646869	0.025099299999999998	0.0117935	0.0139826	0.04786065	0.033291
CRNN	CRNN-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0072509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0120539	0.0128963	0.0	0.0	0.00864666	0.0	0.0	0.0	0.0	0.103871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019383400000000002	0.0	0.0103474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0132214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0162915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029755700000000003	0.0	0.013802200000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011633200000000002	0.0	0.0	0.0	0.00802741	0.0	0.00720146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0200244	0.0	0.0	0.0	0.0	0.0	0.02685675	0.00699365
S100A9	S100A9-001	10.2328	20.2894	198.88400000000001	214.572	23.1933	7.5519	827.193	22.0097	31.7088	3.5243800000000003	75.1618	2.64708	8.49542	20.6992	319.10900000000004	15.5962	814.8919999999999	37.785	32.5414	5.230180000000001	71.4093	2.58305	248.115	164.27900000000002	2.77108	315.235	8.341389999999999	10.8207	12.6403	0.6277	4.21288	1.12048	3.30629	54.5319	1475.86	5970.3	9.82823	9.98431	6.2346	11.2485	207.003	11.5421	52.6369	5.3655	23.2339	29.5645	209.315	8.12947	2.5453799999999998	449.351	9.47913	3.76895	9.90043	28.0694	24.4566	14.1537	1169.47	4.83599	3.79987	2.01769	18.4909	6.38382	11.9475	29.4626	8.167710000000001	7.67547	86.9942	4.7709	938.312	3.51206	23.92	1.6773099999999999	3.5706	8.37173	13.6624	70.2027	21.4201	333.874	157.629	32.9069	23.8735	243.021	8.22194	4.88396	9.270430000000001	5.64959	5.71202	8.87389	24.5469	24.158	258.71299999999997	8.40676	2.54188	1.43554	9.61989	192.479	20.5075	10.0747	9.49691	67.0619	25.072	1.10195	330.411	11.3358	26.7954	3.9663199999999996	2833.93	4.9429099999999995	31.9296	8.91589	23.7312	4.89219	38.2419	7.408980000000001	10.5723	9.07339	6.5023800000000005	3.76824	41.9131	15.15945
S100A12	S100A12-001	0.777672	0.690457	2.1699	25.31	2.3450900000000003	0.26815100000000003	2.0586	0.158458	3.64474	0.127382	0.0505429	0.0951532	0.647053	3.09101	2.39708	0.52378	1.2429999999999999	2.10348	3.30094	0.70229	2.0260599999999998	0.165226	1.30241	8.58137	0.525287	3.15915	0.482054	0.289441	2.4618599999999997	0.0	0.190274	0.300175	0.0	0.524374	0.319237	4.0115099999999995	0.91406	0.37508400000000003	0.177148	0.608069	0.957966	2.17817	3.01344	0.532683	1.5139	0.06494730000000001	0.571804	0.350669	0.10835499999999999	3.5754	0.519958	0.0622808	0.0754994	0.40744	0.286487	1.72705	4.783	0.5951770000000001	0.0	0.161185	2.94506	0.866308	0.063468	0.0679569	0.272433	0.42550699999999997	2.7056	0.122475	0.570052	0.324518	2.40355	0.13633299999999998	1.0641	0.0	0.0839125	0.0	2.08981	0.44481499999999996	0.5270859999999999	0.313225	0.053393899999999994	3.4649900000000002	0.0	0.0	0.638022	0.257176	0.538702	1.2145	0.113278	4.81721	0.45700799999999997	1.16665	0.260284	0.303527	0.41377200000000003	0.434962	0.631586	0.622638	1.25672	0.8980899999999999	0.788625	0.0	1.48298	0.454496	0.911552	0.129571	1.58502	0.885228	1.87454	0.465703	1.39998	0.25728	3.2755	0.286572	1.05072	0.6442260000000001	0.546104	0.115888	2.018448	1.348671
S100A8	S100A8-002	0.5617270000000001	0.0	17.5024	0.0	0.0	4.71903	2.36705	0.724104	0.6477	0.339856	3.4568	0.0	0.10577	1.66861	38.3844	0.0	4.04694	3.6735900000000004	0.731035	2.3805	10.7776	0.0	4.17264	0.0	1.10679	3.7339599999999997	0.0	0.0	1.32924	0.204468	0.0	0.27958299999999997	0.0	1.72853	18.8337	410.13599999999997	7.85895e-09	3.77987	0.0917997	0.0	7.268680000000001	0.0	4.35203	0.166878	0.0	0.0	6.25523	0.0	0.444751	7.12937	0.0	0.0	0.0	0.0	0.0	7.20346e-05	17.4774	0.0	0.0	0.0	0.0	1.35954e-08	0.5155609999999999	0.0	1.00045	0.0	0.781192	0.294164	7.846019999999999	0.0	0.318974	0.0	1.20823	0.0	0.36443400000000004	0.351595	0.890335	1.2807	19.4848	0.0	2.92651	7.96868	0.553632	1.9732900000000002	0.0	0.0	0.0	0.666672	0.0	0.344346	6.52264	0.949836	1.23701	0.0	0.0	14.3378	2.6208099999999996	0.225742	1.31877	0.0	2.51724	0.0	5.9756599999999995	0.0	4.87444	0.0	94.4278	1.15664	3.94211	0.0	7.7808600000000006	0.0	0.130616	0.0	0.439039	0.0	0.0	0.0	1.0996025	0.0
S100A8	S100A8-001	10.0595	11.1205	68.2054	226.80599999999998	15.8468	11.9218	112.40799999999999	5.84566	22.8114	9.09328	15.2097	3.16494	5.71486	19.544	56.3701	7.79727	31.5984	28.5882	32.315	8.481	30.0809	1.84138	51.726000000000006	137.024	7.396739999999999	261.019	3.3445	10.1299	23.7667	0.0	4.027	1.11493	2.81014	25.7812	474.80300000000005	9803.71	8.283	22.9555	3.3388400000000003	17.4099	113.25200000000001	13.6597	81.8706	2.98643	16.9872	37.643	41.2203	5.99019	1.64019	78.1441	6.86291	2.73102	4.74204	9.68929	13.9111	11.5132	336.716	4.21628	2.67962	0.9628180000000001	18.6116	7.967560000000001	13.9854	9.00919	2.08505	4.72412	47.0705	0.898912	133.241	2.49595	19.9831	1.01128	5.59382	4.42664	6.70047	10.5056	17.1315	25.3168	100.889	19.2007	12.8039	377.926	3.6579300000000003	3.30375	4.98032	2.84231	4.3849599999999995	8.66797	21.0944	32.5746	94.9799	7.607710000000001	7.7027600000000005	2.0519700000000003	6.93054	256.209	12.1038	6.6363	35.859	22.6706	13.5334	1.16729	59.3054	8.03551	30.8803	3.1448	888.7869999999999	3.91066	54.5278	3.7059300000000004	115.465	2.9502	29.5805	4.64594	7.3882699999999994	11.6805	4.50471	3.17525	33.4414	9.471225
S100A8	S100A8-003	0.176755	0.135151	0.662301	2.68134	0.232658	0.0	1.1536899999999999	0.0	0.34676799999999997	0.041934	0.10286400000000001	0.0	0.12981600000000001	0.29636599999999996	0.0	0.0	0.476929	0.250682	0.628054	0.10029099999999999	0.28023200000000004	0.10843199999999999	0.493122	1.88169	0.038131	2.51926	0.0	0.15099	0.353186	0.0	0.0	0.146851	0.0	0.2228	3.62295	56.0034	0.19120399999999999	0.40581	0.0383529	0.21202600000000002	1.56569	0.0	1.00176	0.151476	0.0	0.25135100000000005	0.293031	0.0939573	0.036873800000000005	0.639583	0.11839000000000001	0.0817682	0.0	0.257625	0.113475	0.168267	3.9012	0.0490653	0.0	0.0	0.308053	0.0694559	0.27173800000000004	0.0503785	0.0641264	0.0501191	0.34028800000000003	0.0437866	1.77987	0.0	0.435881	0.0	0.0375067	0.174833	0.0307634	0.0915108	0.22553600000000001	0.570018	0.7299220000000001	0.102421	0.0760223	2.42564	0.04321269999999999	0.0	0.162598	0.140203	0.044237	0.22835500000000003	0.26948099999999997	0.5075270000000001	1.69386	0.08092239999999999	0.18565299999999998	0.0391791	0.0870273	1.5538	0.376556	0.191922	0.735487	0.548459	0.0	0.0	0.48638400000000004	0.0	0.185066	0.0	7.18962	0.09767680000000001	1.03609	0.09183519999999999	1.07356	0.0	0.584845	0.0	0.0590332	0.199547	0.0508621	0.0	0.353951	0.159667
S100A7A	S100A7A-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.120344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061302499999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S100A7A	S100A7A-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.263679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.070353	0.0	0.0	0.0	0.0	0.0	0.0835686	0.0	0.0	0.020122499999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.100052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0516456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08405889999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S100A7A	S100A7A-001	0.033281	0.0	0.00398442	0.0088494	0.0	0.0	0.0	0.0634906	0.0	0.00511134	0.00798988	0.00381472	0.0	0.0	0.013742600000000002	0.0	0.0118201	0.0	0.00952068	0.011228100000000001	0.00769444	0.0	0.00680375	0.0	0.009638899999999999	0.13191	0.0	0.00586311	0.00802381	0.0	0.0	0.00601027	0.0	0.00426808	0.00443146	0.0250989	0.0	0.0077143	0.0187357	0.0	0.012515	0.0	0.0	0.0	0.0	0.00530643	0.0	0.00574116	0.00886117	0.0	0.0047944	0.0	0.0	0.0	0.00466105	0.0	0.00600773	0.0061067	0.0	0.00653733	0.0	0.00816796	0.0370273	0.00566943	0.0	0.0	0.00518907	0.0	0.0	0.00438222	0.0	0.0	0.0	0.0	0.07547260000000001	0.025893299999999998	0.0	0.00455766	0.00817853	0.006427600000000001	0.00433524	0.00954422	0.0	0.0	0.0	0.0158995	0.0	0.0	0.0	0.00535164	0.00530885	0.0	0.0106203	0.0	0.00389644	0.0	0.00328826	0.0	0.00804062	0.0	0.0	0.0	0.0	0.0	0.00457014	0.0	0.017695699999999998	0.0	0.00690507	0.0	0.00515153	0.0	0.00916806	0.0	0.0	0.00402881	0.00620345	0.0	0.01233845	0.0
S100A7L2	S100A7L2-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S100A7	S100A7-002	0.0	0.0	0.23665	0.06660260000000001	0.0	0.0	0.0	0.231227	0.0	0.22445700000000002	0.0	0.0	0.059613900000000004	0.16809200000000002	0.0	0.0558398	9.32764e-10	0.0	0.0	0.0845898	0.0	0.0	0.0	0.100595	0.0	0.15968800000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.122375	0.140561	0.14121199999999998	0.07919960000000001	0.126361	0.0777461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0821828	0.0676173	0.0	0.0	0.0	0.06687689999999999	0.0	0.0	0.0	0.0	0.0938414	0.0	0.0	0.0	0.0	0.0	0.0	0.07203530000000001	0.143575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0640102	0.10785299999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.07537410000000001	0.0	0.0	0.0	0.0	0.0767168	0.07256080000000001	0.0	0.0	5.46489e-10	0.0	0.0	0.0	0.0	0.0	0.07117849999999999	0.0	0.249773	0.0666424	0.0	0.07707939999999999	0.168796	0.0	0.150565	0.07877250000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.139372
S100A7	S100A7-001	0.44241	0.0	0.0	0.0	0.37753000000000003	0.0	3.7256099999999996	0.0	0.0	0.0	0.267273	0.0	0.0	0.0	60.8286	0.0	0.0	0.38341	0.321256	0.0	3.04439	0.0	0.0	0.0	0.0	3.18813	0.40843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2788899999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.585396	0.190348	1.78067	0.685789	0.44896400000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.532058	0.0	0.0	0.23317399999999996	0.0	0.0	0.0	0.0	0.0	0.729442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0995548	0.043853199999999995	1.9163700000000001	0.0	0.0	0.0	0.08204249999999999	0.169247	0.186842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0167899999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.12337	0.0	0.0856584	0.0	0.0	0.0	4.112485	0.0
S100A6	S100A6-009	231.923	156.005	630.712	1168.32	120.648	1250.26	283.45099999999996	823.796	839.455	943.0189999999999	213.58599999999998	72.3464	433.923	775.284	1286.18	238.234	131.279	291.73900000000003	152.977	699.842	228.56400000000002	421.67800000000005	217.435	1416.25	254.04	172.361	214.255	516.114	1086.22	270.865	388.314	396.95599999999996	76.8295	213.08700000000002	418.907	556.881	895.0	781.08	222.13099999999997	261.33	109.594	195.843	138.45	892.4960000000001	207.713	642.9490000000001	184.168	400.69300000000004	101.825	183.271	1090.91	209.56400000000002	1687.54	172.817	1243.75	223.226	164.30200000000002	241.52900000000002	608.626	1441.35	353.906	218.93900000000002	651.355	205.763	687.533	296.875	417.365	583.5319999999999	142.635	319.535	142.02100000000002	716.434	203.142	1019.06	612.01	170.16099999999997	247.513	222.706	192.424	1064.3	67.2225	373.85	159.94	923.654	711.783	291.159	445.355	962.307	408.17	98.9191	416.884	192.238	391.37	731.574	302.81	193.46099999999998	115.83	108.25399999999999	918.2310000000001	332.14099999999996	495.79699999999997	339.402	301.252	223.83599999999998	1793.78	479.288	692.312	446.59	848.811	368.452	295.813	398.18199999999996	631.158	264.643	120.926	370.588	509.014	422.36	205.6275	537.6245
S100A6	S100A6-008	7.08058	4.29338	13.2874	18.9448	1.9832599999999998	19.1886	8.773719999999999	9.39752	14.7398	21.4503	7.2979899999999995	2.3052099999999998	10.4367	11.1593	27.9623	8.81372	5.4753300000000005	8.11843	3.1534400000000002	17.4481	5.68497	10.712	4.8279	19.4371	4.6064300000000005	3.02943	6.92927	7.1391	17.5638	7.15727	8.66461	5.409009999999999	2.27561	4.19524	4.22779	6.908689999999999	19.0345	21.6759	2.37252	3.14899	3.7456199999999997	4.75213	4.007	17.2216	4.84391	5.59363	4.8276	8.922989999999999	2.0805	4.63397	10.5834	5.23784	16.163	6.22576	16.8483	7.861960000000001	6.6361300000000005	6.57195	9.60323	17.3331	6.95453	6.31124	11.3218	4.31481	12.4373	7.191110000000001	4.12794	14.5168	5.71364	11.424000000000001	6.93887	17.9261	6.7341	13.8075	12.744000000000002	1.2853700000000001	4.58443	6.5850800000000005	5.29242	8.554110000000001	1.18405	8.262319999999999	4.39985	17.7904	9.56838	8.00957	13.367	15.5676	4.21683	1.82433	6.961689999999999	4.96857	11.3269	15.8217	6.3307199999999995	5.736000000000001	2.2238	1.8594700000000002	16.5915	6.37985	7.117939999999999	6.935689999999999	6.02018	4.78102	33.1821	9.34083	21.7504	10.0091	19.1879	7.91799	3.7532900000000002	9.66132	10.1898	7.5287	3.86925	10.3839	12.2376	9.63203	3.83196	5.147235
S100A6	S100A6-010	0.135697	0.139646	0.690282	4.35011	0.32599	0.252133	0.429167	0.100749	3.42129	3.0807599999999997	0.390926	0.354482	0.695429	1.7553400000000001	0.0708717	0.5543	0.936134	1.0891600000000001	0.284281	1.1757799999999998	0.314492	0.237862	0.35427600000000004	4.0113900000000005	0.5993569999999999	1.34697	0.748894	7.34599	1.84178	0.676357	0.21689499999999998	0.181064	0.262803	1.1442700000000001	0.0	1.27185	3.73504	2.19069	0.627137	0.0	0.0	0.814462	0.533308	2.04263	0.153869	0.747162	0.168012	3.99171	0.41731499999999994	0.176229	6.6954899999999995	0.6646810000000001	10.9309	0.0	7.1913100000000005	0.556122	0.0	1.14416	2.60858	10.0622	0.824744	0.0	2.9276400000000002	0.792726	3.76913	2.8393	2.91969	2.28442	0.166526	1.3452600000000001	0.759506	6.2141	0.365558	9.14708	2.64456	0.746648	0.255696	0.714252	0.8385739999999999	5.4339	0.12108599999999999	0.266669	0.6169319999999999	2.03912	3.02389	1.9546599999999998	0.702662	3.06851	2.48353	0.306632	2.12914	0.604961	3.54145	1.5192	0.708102	0.272467	0.0982798	0.8521639999999999	2.3597599999999996	1.49166	0.388468	1.09895	0.438852	0.0	4.75159	0.735703	1.2704799999999998	1.49034	3.77564	0.769494	0.563756	0.492287	2.66174	0.486993	0.332794	1.5219799999999999	1.9513200000000002	0.42918199999999995	0.644526	2.759972
S100A6	S100A6-007	0.615037	0.525947	0.893357	3.1964	1.63496	0.944311	1.0761	0.496105	5.33023	2.7137599999999997	0.9239879999999999	0.533634	1.0621399999999999	1.91831	0.818604	1.27214	1.18219	4.16817	1.00176	2.59812	0.46342	1.55641	1.71517	5.91477	2.0133900000000002	1.84507	0.0	151.077	1.51807	1.18954	0.649092	0.0	0.596206	0.31380399999999997	0.653697	0.753438	1.35981	2.5285599999999997	3.42233	1.85922	0.933117	1.31426	1.30908	2.40188	0.6244649999999999	2.67393	1.38927	32.1488	0.690709	0.951938	27.9082	0.600254	31.9735	1.4676799999999999	9.49947	0.0	0.38863000000000003	1.9619900000000001	12.1509	29.245	2.3443099999999997	1.5425	1.56725	4.37855	4.114719999999999	6.456930000000001	13.4793	7.8052	1.2287299999999999	0.9194620000000001	1.38188	30.2747	2.96475	5.03063	3.87595	0.6632140000000001	0.8429260000000001	1.0822399999999999	1.02639	14.5122	0.0	0.246534	0.584075	3.48797	2.9922400000000002	3.3385199999999995	0.825092	2.1036099999999998	4.4777	1.24432	6.150180000000001	1.18335	6.9864	3.4525699999999997	1.89832	1.30575	0.592549	1.12271	10.7305	2.15026	0.38163	1.84515	0.737169	0.373556	5.06677	2.05461	2.26023	2.81859	4.97129	5.13455	1.32039	2.66309	4.778980000000001	0.822678	0.0	3.30835	0.0	1.01386	0.9197735	1.642125
S100A6	S100A6-006	3.58439	4.6653199999999995	18.5974	26.0373	3.5336199999999995	23.8099	6.49646	13.698	20.7431	26.6162	4.7390099999999995	2.04534	10.8304	14.5045	50.2814	6.16691	4.83487	8.393360000000001	4.22127	16.930999999999997	5.26705	9.58606	5.07256	35.1117	7.483039999999999	4.82099	4.10827	16.3982	28.0531	5.81637	7.13749	7.678210000000001	3.2264	6.42656	11.9623	12.7639	18.9187	21.1842	6.746739999999999	11.2694	2.37748	4.47127	3.6933	22.8518	7.9744	19.4119	5.0578	9.173	2.39593	3.88561	24.2288	6.0682	50.8728	4.8104	40.5752	4.65665	4.02745	5.36033	12.8772	32.7301	8.2324	4.39618	12.8477	7.71081	18.4708	6.56557	7.1172699999999995	18.1174	3.8729	7.4566	4.21389	17.5788	5.09693	22.8528	13.1592	4.0239400000000005	5.04432	4.52789	5.10495	29.2226	1.7576200000000002	8.02282	3.8748	25.3618	19.0989	9.01115	13.695	25.5622	9.7474	3.2924599999999997	12.1326	5.09915	13.3404	16.974	8.501710000000001	6.347169999999999	3.22212	2.74745	25.5098	10.7969	10.7834	7.00559	8.82136	5.91087	45.9835	9.87457	20.2384	8.97896	24.3011	6.66668	6.94192	10.0111	14.335999999999999	4.38111	2.33201	7.984360000000001	12.9021	8.08003	5.788955	13.2495
