index	Transcript	A5NN	A5NM	A5I1	A5CP	A59F	A59E	A59B	A56S	A4Y8	A4Y5	A4Y0	A4X2	A4WX	A4WU	A4WF	A4WC	A4WA	A4W6	A4VW	A4VU	A4VG	A4VF	A4VE	A4VD	A4VC	A4V9	A4RV	A4RU	A4RT	A4RS	A4RO	A4RN	A4RM	A4RJ	A4RF	A4RD	A4RA	A4R8	A4R1	A4R0	A4QY	A4QX	A4QW	A4QV	A4Q8	A4Q7	A4Q4	A4Q3	A4Q1	A4PZ	A4PQ	A4PP	A4PO	A4PN	A4PM	A4PL	A4PI
TP53	TP53-014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0888773	0.09311860000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.204209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.384213	0.0	0.0	0.0	0.368651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09120419999999999	0.0	0.07733910000000001	0.0	0.0	0.16829000000000002	0.0784315
TP53	TP53-015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.150562	0.0	0.0	0.0	0.0	0.101431	0.0	0.0	0.0	0.0	0.09022639999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TP53	TP53-007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06575460000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.45635e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TP53	TP53-013	0.0844245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0880561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08962300000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.658404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TP53	TP53-016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TP53	TP53-017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8023600000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TP53	TP53-020	0.13353399999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1690099999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.137546	0.0	0.0	0.0	0.0	0.0	0.0	1.9383399999999998e-05	0.0	0.0	0.0
TP53	TP53-022	0.367799	0.0	0.349073	0.744054	0.0	0.0	0.0	0.0	0.038828800000000004	0.0	0.07695139999999999	0.49631099999999995	0.761035	0.454349	0.0	0.23858600000000002	0.175813	0.0	1.02149	0.00159704	0.0	1.9018400000000002	0.0	0.650258	1.0684799999999999	0.0209489	0.0496097	0.573422	0.449982	0.0	1.60201	0.298476	0.0	0.0	0.0	0.159577	0.44489700000000004	0.0	0.0	0.0714894	1.0683	0.217689	0.364606	0.422554	0.0	0.0	0.5342319999999999	0.0	0.0	0.0184322	0.0	1.01373	0.0	0.24493600000000001	0.0	4.96384	0.0
TP53	TP53-027	0.00208863	0.193864	0.0	0.030338999999999998	0.296163	0.0	1.91226e-06	0.0	2.46597e-06	3.20629e-08	4.82451e-07	0.0	0.0	2.00512e-10	0.0	0.139515	0.0	0.0	0.0	0.0	1.53079e-07	0.256148	0.409519	0.0	2.4622900000000003e-07	0.0	6.656569999999999e-09	0.613726	0.0	0.041285	0.0	0.0	0.11765199999999999	0.0	0.0	0.0	0.0	7.46015e-06	0.0	0.31119600000000003	0.00750014	0.0	2.7028200000000003e-05	0.0	1.48929e-05	0.037439	0.0	0.0	0.0	0.000129991	0.0	0.0	0.0	0.0	0.164455	0.0	0.191933
TP53	TP53-026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TP53	TP53-201	0.0	0.0	0.0	0.0564264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0477298	0.0	0.0	0.0541533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TP53	TP53-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23543000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16034400000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TP53	TP53-024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06575460000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.45635e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TP53	TP53-023	10.4416	11.2896	2.98158	3.09165	21.4489	18.4139	15.7412	0.860532	17.3351	5.689690000000001	20.2967	2.2023900000000003	0.80082	4.07226	2.87794	4.0903e-09	0.374827	12.9668	0.11245799999999999	0.26148899999999997	0.9294110000000001	0.712344	0.8913059999999999	1.2137	1.86801	0.30401	12.3644	2.71307	0.738189	59.1962	0.65062	4.3913	17.5557	12.6343	16.539	8.8081	5.31225	1.85523	0.36583899999999997	2.62755	1.0703	0.745058	0.22131199999999998	1.33317	8.01486	13.5543	6.14734	7.50741	6.6064300000000005	3.5137699999999996	0.368156	2.07755	0.8705780000000001	0.20500900000000002	1.40752	1.5200200000000001	2.1322400000000004
TP53	TP53-028	10.745	0.196958	6.689710000000001	14.187000000000001	5.90603	1.3590200000000001	1.0099200000000002	1.6529900000000002	1.13402	4.59737	1.40832	16.6651	10.0859	8.44905	1.9284299999999999	4.733230000000001	0.238709	5.49452	22.2931	4.0013	2.79798	16.3195	2.9308	15.4047	37.9379	4.71777	5.18229	15.6564	13.5424	2.8805099999999997	24.1121	7.38135	0.06613569999999999	3.4451400000000003	5.94595	15.9241	2.78514	1.32613	2.32388	15.3843	11.9579	1.77909	5.70728	10.8093	2.0691900000000003	5.962680000000001	3.8713599999999997	1.98117	3.9299199999999996	12.2695	10.2674	20.0823	18.4181	7.88629	0.0686766	39.4208	27.5355
TP53	TP53-021	5.86935	0.012881700000000001	5.36447	10.7722	2.07735	0.408596	0.736593	0.5277270000000001	0.804668	3.6296	0.467297	11.2589	10.1896	3.65184	0.720129	6.31254	0.0	1.11612	16.426	9.611410000000001	0.000867147	6.616439999999999	1.5244	14.6973	21.6142	8.32666	1.47558	8.04588	9.54751	0.0176233	24.1787	1.39214	2.9246	1.48606	3.1896299999999997	5.48782	1.8066200000000001	0.909055	10.5858	8.31061	8.58732	2.5862700000000003	4.86482	8.7644	1.1099700000000001	1.4094799999999998	1.78846	2.5933200000000003	2.4465	4.99443	9.90611	16.9238	15.1794	13.2609	0.311369	18.4031	17.2492
TP53	TP53-025	0.28475900000000004	0.0	0.0	0.327412	0.12482	0.0	0.0	0.460041	0.21875	0.0	0.0	0.0778181	0.404659	0.0	0.124412	0.0	1.86457	0.088616	0.8419909999999999	0.0	0.7548189999999999	0.149944	0.0	1.1142299999999998	0.511105	0.204201	0.0	0.15515299999999999	0.45122700000000004	1.5484	0.513843	0.294579	0.197762	0.0	0.0	0.36177600000000004	0.324676	0.405516	0.07186239999999999	0.219977	0.308448	0.257701	0.14210599999999998	0.0	1.52092	0.203239	0.08680089999999999	0.0735518	0.0	0.39210100000000003	0.338739	0.144489	0.19301300000000002	0.238188	0.0	0.456323	4.3001
TP53	TP53-029	0.30496599999999996	0.0137739	0.550823	0.050479199999999995	0.410887	0.19109	0.0644552	0.22160300000000002	0.09893819999999999	0.193273	0.239775	0.27683	0.331762	0.235779	0.162941	0.24119699999999997	0.314427	0.21209899999999998	0.49414399999999997	0.377202	0.804809	0.633143	0.121627	0.252504	0.525791	0.102494	0.226883	0.377352	0.460858	0.491196	0.715949	0.317728	0.136163	0.08303939999999999	0.192777	0.529594	0.12453499999999999	0.457762	0.198012	0.218844	0.212141	0.8412950000000001	0.24912199999999998	0.295985	0.0277164	0.43365699999999996	0.18229	0.028637400000000004	0.180922	0.462399	0.22021999999999997	0.970251	0.342066	0.785051	0.131582	0.783922	0.9294
FLG	FLG-001	0.163305	0.00729493	1.02146	0.0564754	0.282652	0.0147684	0.00650183	0.19315	0.0162053	0.0827609	0.00766846	0.0483459	0.329908	0.07736069999999999	0.10299200000000001	0.00165872	0.305532	0.026882	0.522036	0.0	0.643369	0.00348361	0.18217	0.00425476	0.107607	0.101133	0.0308952	0.123474	0.111596	0.010632899999999999	0.231352	0.041927400000000004	0.00759384	0.0118679	0.028625900000000003	0.24898499999999998	0.11293099999999999	0.13391	0.740843	0.09453489999999999	0.386687	0.7448239999999999	0.337391	0.0338177	0.0154537	0.0	0.155392	0.0833342	0.00801604	0.126614	0.25138699999999997	0.145777	0.0406654	1.36972	0.0115748	0.15100999999999998	0.101689
LCE1C	LCE1C-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.505844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE1C	LCE1C-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0226082	0.0	0.0	0.0	0.0	0.102175	0.0	0.0	0.0	0.0	0.111528	0.0	0.0	0.0	0.285096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035479500000000004	0.0	0.0	0.0	0.0	0.0800121	0.0	0.0	0.0	0.046413199999999995	0.0	0.0	1.12778	0.0	0.0	0.0	0.0445755	0.0	0.0	0.0	0.104276	0.034145499999999995	0.0	0.0
LCE1B	LCE1B-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019998	0.0	0.0	0.05615459999999999	0.0	0.0	0.0214622	0.0233716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE1F	LCE1F-001	0.0	0.0	0.457487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37450300000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.520157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE1D	LCE1D-001	0.0	0.0	0.0	0.0	0.0	0.0	0.051858100000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.218585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE1A	LCE1A-001	0.0	0.0	0.21799200000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09399260000000001	0.0	0.0	0.488515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
