index	Transcript	AB3X	AB3U	AB3T	AB3S	AB3O	AB3M	AB3L	AB3K	AASU	AAC7	AAC6	AAC5	AAC4	AAC1	AABZ	AABY	AA5Z	AA4M	A9VW	A9VV	A9VU	A9VS	A9VQ	A9VP	A9VO	A9CU	A9CT	A98J	A98I	A98H	A98G	A98F	A98E	A98D	A97Y	A95C	A95B	A8AY	A8AV	A8AS	A8AI	A8AF	A88G	A88E	A88D	A88C	A7PB	A7P8	A7P7	A7P6	A7P3	A7P1	A7P0	A7OZ	A7OY	A7OU	A7BH	A7BD	A7BC	A6LR	A6LQ	A6LP	A6LN	A6LM	A6BS	A6BR	A6BQ	A6BN	A6BL	A638	A57I	A4O7	A4O6	A4O5	A4O4	A4O2	A4O0	A4NZ	A4NY	A4NW	A4LV	A4LP	A4LM	A4LJ	A4LI	A4LC	A4KX
TP53	TP53-023	0.306747	0.551127	0.12479100000000001	0.980542	0.15462599999999999	0.147793	1.09028	6.25893	0.108569	0.48976499999999995	0.271098	0.0	0.9442200000000001	0.8575299999999999	36.5256	0.356551	0.574828	0.510239	0.280733	8.27402	0.27064699999999997	0.299358	0.49727299999999997	0.418487	2.7356	4.36845	0.530879	0.380669	0.0434436	0.457028	0.10820199999999999	0.578438	0.0943194	0.953247	0.27455100000000005	2.13535	0.09440060000000002	0.221084	1.47445	0.081459	0.319606	0.436658	11.6389	0.48806499999999997	0.5082939999999999	0.320666	4.45991	0.575683	0.552135	9.85153	0.393408	0.110901	0.940638	1.65167	0.994302	6.88008	8.388710000000001	10.9921	0.427145	0.400975	0.296865	11.3051	9.72463	0.5277069999999999	0.120826	0.7982899999999999	0.37551999999999996	12.8452	6.685289999999999	3.3269800000000003	0.355116	2.35716	14.4045	0.578516	0.0	0.772054	0.204996	0.378432	14.1484	1.40039	0.737321	6.00169	0.33185	1.3558299999999999	0.164839	0.35436599999999996	1.69205e-05
TP53	TP53-028	11.8074	2.29833	4.6569400000000005	6.68503	4.50404	5.09304	8.47927	4.68072	4.09697	4.47069	14.0641	5.80804	21.3667	8.27422	3.85903	5.81657	4.249280000000001	8.773480000000001	7.90963	4.5691	5.99903	4.54756	13.0378	2.2526599999999997	3.00398	11.1544	3.33275	5.64432	0.595338	3.8325699999999996	5.34443	10.4371	4.38663	7.622730000000001	7.76235	10.8401	5.18344	2.0478	5.66443	5.90562	16.8426	6.0075	0.494809	1.77903	0.6243810000000001	4.31555	4.6245400000000005	5.53643	13.0614	6.73566	4.77442	4.7318	6.8813699999999995	12.7583	5.08754	2.47349	0.15357	1.9308900000000002	4.80534	5.43926	6.053380000000001	7.63811	7.90936	11.5771	3.6671199999999997	0.670107	6.6249199999999995	0.702318	4.83129	6.737	1.7712299999999999	13.0301	2.77247	4.88266	0.430507	6.54778	5.4692300000000005	3.86648	3.4272099999999996	2.30214	14.5503	12.0983	9.09418	4.92856	7.14945	8.99152	12.3617
TP53	TP53-021	25.0113	17.4261	19.016	15.274000000000001	10.0882	10.7368	5.7951	8.68548	20.177	9.42232	15.9468	7.19442	18.7753	11.1609	0.290677	17.198	7.14231	19.1916	29.5681	4.6227599999999995	20.0154	16.8428	31.7072	10.9926	4.72306	11.0319	8.056339999999999	14.4633	12.4652	16.1966	10.7999	41.5137	5.7147	20.0412	11.9027	10.6817	11.8798	11.6676	6.70034	9.32777	24.4042	24.5498	2.04818	11.7387	23.2124	9.07895	4.19376	13.2031	26.5526	7.537039999999999	9.41083	21.8214	13.5925	22.6785	7.382110000000001	1.22704	0.00105076	1.38751	12.8718	12.1771	12.3488	5.97777	4.06238	30.4606	11.0904	2.86592	14.1382	0.083999	3.0552099999999998	11.5661	10.964	16.8794	2.45079	28.9258	5.3022599999999995	10.6283	13.4641	7.70328	2.3141	4.11382	18.2258	15.026	19.319000000000003	15.4285	13.1912	15.0587	4.53179
TP53	TP53-025	0.22948600000000002	3.2379600000000003e-10	0.360077	0.21556599999999998	0.13855399999999998	0.134377	0.364817	0.15119100000000002	0.439619	1.13564	0.22210100000000002	0.0	0.0	0.321285	0.222323	0.181843	0.296148	0.394716	0.44014899999999996	0.0	0.201218	0.178601	0.0439853	0.18827	0.24698299999999998	0.23813099999999998	0.0	0.147118	0.550145	0.14974	0.226421	0.833247	0.397543	0.288934	0.0	0.176874	1.6933599999999998e-07	0.0	0.143271	0.6709149999999999	0.0261014	1.0922	0.72335	0.12283699999999999	0.6509590000000001	0.0	0.134951	0.738645	1.4328100000000001	0.100672	0.214151	0.307066	0.292029	0.340843	0.386063	0.42493400000000003	0.0	0.0	0.060450800000000006	0.0742895	0.0	0.200133	0.135853	0.30290500000000004	0.355406	0.5033880000000001	0.060530099999999996	0.0	0.07819630000000001	0.187791	0.292607	0.285377	0.653871	0.299693	0.23395	0.351408	0.359958	0.14441700000000002	0.0	0.0	0.160653	0.185113	0.38756	0.440114	0.08906389999999999	0.6791659999999999	1.0103799999999998
TP53	TP53-029	0.900658	3.17551	0.1687	3.4088	0.204815	0.343448	0.0437105	0.191745	0.466	0.575629	0.5967899999999999	0.0	0.603867	0.21672800000000003	0.5952609999999999	0.481764	0.262917	0.8695879999999999	0.755171	0.209589	0.3442	0.296649	0.736933	0.26784600000000003	0.206125	1.06708	0.15303699999999998	0.354433	0.601712	0.41561400000000004	0.34634000000000004	3.21318	0.191822	0.5051800000000001	0.46409300000000003	0.41349600000000003	0.843359	0.14391900000000002	0.111143	0.196965	0.975664	0.353017	0.504822	0.353516	0.7388140000000001	0.28373699999999996	0.06439	0.565539	0.43862299999999993	0.128632	0.320297	0.325995	0.700339	0.486955	0.363619	0.07586230000000001	0.0279149	0.19017	0.29223899999999997	0.45248999999999995	0.0819449	0.17160799999999998	0.19481600000000002	0.338938	0.31269600000000003	0.14965799999999999	0.315449	0.025672000000000004	0.271885	0.22996799999999998	0.14970899999999998	1.97269	0.271854	0.406044	0.12755	0.352528	0.0949452	0.10747999999999999	0.21704600000000002	0.07721239999999999	0.625744	0.856311	0.584105	0.735324	0.623319	0.21624699999999997	0.41724700000000003
FLG	FLG-001	0.634221	0.00763996	0.00187782	0.048130400000000004	0.020314500000000003	0.147589	0.00676403	0.0199866	0.318144	0.08123430000000001	0.00433388	0.180845	0.19471	0.092133	0.00726229	0.669257	0.046624599999999995	0.667142	1.2728899999999999	0.0125475	0.025262200000000002	0.053855999999999994	0.161795	0.033384	0.0392204	0.23769200000000001	0.016479300000000002	0.08292680000000001	0.583225	0.26993	0.361149	0.424101	0.0327845	0.298394	0.117278	0.00787008	0.34724099999999997	0.269588	0.0920925	0.0254356	0.015903	1.04226	0.41472700000000007	0.025213299999999998	0.10504100000000001	0.061224400000000005	0.022894	0.041100199999999996	0.191983	0.0191989	0.17769400000000002	0.0605831	0.089817	0.0231946	1.96429	0.018746400000000003	0.0153814	0.0197362	0.23233800000000002	0.471912	0.198756	0.033769099999999996	0.11418099999999999	0.31911	0.377158	0.0378698	0.011054799999999998	0.00136551	0.00928845	0.0515396	0.749448	0.396862	0.070619	0.0246618	0.00944161	0.133905	0.154848	0.0800308	0.0888429	0.0570269	0.0909722	0.33487100000000003	0.11264500000000001	0.1963	0.0890199	0.137081	0.00999635
LCE1C	LCE1C-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.389292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.671705	0.0	0.0	0.8372350000000001	0.0	0.0	0.0	0.0	0.0	0.678909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.273399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE1C	LCE1C-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.184298	0.0	0.0	0.0	0.0	0.0	0.175335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.112383	0.0	0.040980300000000004	0.0	0.102752	0.0	0.0	0.0	0.0	0.0414986	0.0	0.37450700000000003	0.0	0.0	0.0	0.173716	0.0	0.0	12.556	0.0	0.0	0.0	0.0	0.0	0.397669	0.0	0.0	0.0	0.0	0.0	0.0322039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0351171	0.0	0.0405817	0.0	0.0	0.0	0.040482199999999996	0.0	0.0
LCE1B	LCE1B-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031240399999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0166288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027460500000000002	0.0	0.0215648	0.0	0.0	0.0	0.042624300000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.605758	0.0	0.0	0.0	0.0	0.0	0.056072000000000004	0.0	0.0	0.0	0.0	0.017409900000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0187477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE1F	LCE1F-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14739100000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.745117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0805169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE1D	LCE1D-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.187654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE1A	LCE1A-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11099500000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8454389999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
