index	Transcript	AB0B	AA9E	AA9A	AA8T	AA8S	AA8R	AA8Q	AA8P	AA8O	AA8N	AA8M	A9ZY	A9ZX	A9F8	A9F7	A9F5	A9F4	A9F3	A9F2	A9F1	A9F0	A9EZ	A9EY	A9EX	A9EW	A9EV	A9EU	A9ET	A9ES	A9EQ	A9EO	A9EM	A9EL	A9EK	A9EJ	A9EI	A9EH	A9EF	A9EE	A9ED	A9EC	A9EA	A9E9	A9E8	A9E7	A9E5	A985	A984	A983	A982	A980	A8KO	A8KN	A8KM	A8KL	A8KK	A8KJ	A8KI	A8KH	A8KG	A8KF	A8KE	A8KD	A8KB	A8KA	A8K9	A8K8	A8K7	A88A	A888	A885	A884	A883	A882	A881	A880	A87Y	A87W	A87U	A87T
TP53	TP53-014	0.0	0.175698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.100351	0.0	0.0	0.0	0.05790359999999999	0.0	0.0	0.23377399999999998	0.0	0.0	0.0613395	0.0	0.0	0.0763732	0.0	0.0	0.11185	0.0	0.0	0.0819762	0.10323800000000001	0.0	0.0	0.0	0.0	0.0654275	0.0592351	0.0	0.0	0.0	0.0	0.0	0.0593039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045623500000000004	0.0	0.0936197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5558700000000002e-06	0.19025999999999998	0.0	0.0576408
TP53	TP53-015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TP53	TP53-007	0.0	0.0	0.0	2.6460900000000003e-09	0.0	0.0	9.08067e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TP53	TP53-013	0.0	0.0	0.0	0.0	0.0	0.0	0.0492483	0.0	0.0	0.0	0.0	0.0	0.11375299999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0966289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0876279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043523900000000004	0.0	0.0	0.0	0.0	0.0783115	0.0	0.0715966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06589149999999999
TP53	TP53-016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TP53	TP53-017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.442654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5037659999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TP53	TP53-020	0.16055999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.147589	0.0	0.0	0.0	0.0	0.0	0.198245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.336865	0.0	0.17351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.162242	0.0	0.0	0.0
TP53	TP53-022	1.4304299999999999	0.6694140000000001	0.261966	0.0	0.268933	0.0	0.0	0.697429	0.29425999999999997	0.654688	0.265973	0.0	0.757572	1.5594700000000001	0.26523	0.0	0.792098	0.917249	0.354877	0.585832	0.39818200000000004	0.222615	0.41471499999999994	0.952045	0.164367	0.807869	0.00562528	0.0	0.330782	1.5745200000000001	8.92441e-08	0.412487	0.298078	0.50039	0.59709	0.136157	0.32764	0.612456	0.6177	0.265588	0.35329499999999997	0.8995280000000001	1.0327899999999999	0.22341	0.384218	0.393202	0.46776999999999996	0.35053	0.00448672	0.460214	0.252787	0.16261099999999998	0.6198359999999999	0.563033	0.268841	0.105349	0.103457	0.0	0.18549200000000002	0.289997	0.157853	0.581021	0.48051400000000005	0.146401	0.459262	0.343294	1.02534	0.13214	0.344815	0.804966	0.7791859999999999	0.19131700000000001	1.0525499999999999e-07	0.578809	0.0	0.44880600000000004	0.818902	7.586260000000001e-06	0.0	0.042937300000000005
TP53	TP53-027	0.0	0.08099810000000002	0.0	0.0	0.0	0.0	0.230767	0.0	0.0	0.08084780000000001	0.0	2.2714e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.26045e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01559e-05	0.0	0.0	0.0	0.0	0.0	0.11988900000000001	3.47612e-08	2.54776e-07	3.60374e-08	0.0	0.0	0.18276199999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00626566	0.0	0.0	0.0	0.0	1.57354e-09	0.0	1.90535e-09	4.83332e-05	0.000466228	0.0	0.0	2.74458e-05	0.0	0.0	1.30638e-10	0.0	0.0	0.0	0.161455	0.0	0.0	0.0	0.138019	6.55038e-10	0.0	1.0973299999999999e-05	0.0	0.011427799999999998	0.0	4.55194e-06	0.000279055
TP53	TP53-026	0.0	0.0	0.0	0.0	0.0	0.0	8.89054e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TP53	TP53-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TP53	TP53-202	0.0	0.0	0.0	0.0	0.157684	0.113944	0.0	0.0	0.0	0.0	0.0	0.0	0.172628	0.0	0.0511754	0.0	0.181819	0.0	0.271895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09827589999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5984510000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51638e-05	0.258575	0.0	0.0	0.0	0.0	0.0	0.345131	0.0	0.0	0.0	0.0	0.26117399999999996	0.00463919	0.0	0.0	0.190749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125886	0.0
TP53	TP53-024	0.0	0.0	0.0	2.6460900000000003e-09	0.0	0.0	9.08067e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TP53	TP53-023	0.0	0.350718	10.1332	1.55324	0.475243	0.05974680000000001	3.3791900000000004	0.113131	0.0	2.57492	0.0	7.56463e-05	0.0	0.0916544	0.420349	5.720280000000001	0.0567941	0.187623	3.66036	0.810217	0.36857399999999996	0.0	0.0	0.509836	0.125801	0.841515	0.30077600000000004	0.0	4.9766699999999995	0.15489	0.422249	0.0554293	3.36723	0.773277	0.152146	0.418166	0.20808800000000002	0.0	0.709022	0.782393	3.07048	0.00045305800000000005	0.0	1.80336e-05	0.181091	2.96276	0.0	1.35629	0.19273099999999999	0.213577	0.77981	0.0	0.631839	0.47958999999999996	0.7083520000000001	8.20929	0.10378399999999999	0.527759	0.44647600000000004	0.17560599999999998	0.0705224	0.165376	0.496942	0.295404	0.07291689999999999	2.17634e-06	0.20900100000000002	0.13161199999999998	0.0	7.840110000000001	0.000128556	0.349082	8.22083	4.42019	10.3207	0.159992	0.255013	0.0677755	1.01797	0.823782
TP53	TP53-028	4.31326	5.23646	4.2990699999999995	2.81543	6.9101	1.273	0.271127	3.13827	7.641030000000001	6.077719999999999	1.0866799999999999	7.27066	4.80609	3.83871	3.49024	4.1147800000000005	0.0806671	3.16815	5.15965	3.27864	5.86566	4.2641599999999995	3.3104	5.460430000000001	1.74025	6.7035100000000005	4.50876	3.1371	5.54854	3.5197300000000005	2.74772	4.7872900000000005	8.328660000000001	2.24332	4.5623	5.17184	7.503839999999999	6.57251	4.95959	7.940230000000001	2.54997	7.203060000000001	6.24673	13.709000000000001	7.13806	3.5154	0.047514999999999995	6.029319999999999	2.83318	4.5593900000000005	5.8352900000000005	0.0749224	6.42354	5.890619999999999	5.48118	2.63619	3.50886	5.450069999999999	2.9636400000000003	4.68176	1.7265599999999999	3.01896	5.23252	3.03495	2.81763	1.78762	6.836069999999999	0.5891609999999999	4.7758199999999995	1.59438	6.42093	6.8039	3.50601	5.85912	0.290925	0.5765020000000001	6.7811	2.8951599999999997	4.01896	4.3582
TP53	TP53-021	11.9267	13.3631	4.049259999999999	7.547839999999999	11.3455	8.7861	5.98926e-08	12.9252	18.340999999999998	3.9780699999999998	12.9046	7.69451	15.4742	23.7247	4.9957400000000005	4.10955	18.8487	15.5361	5.73273	11.7455	12.1121	7.2807	18.2851	14.8523	10.669	12.6135	4.39907	12.6223	8.49305	21.115	13.454	19.6466	6.59285	6.799460000000001	7.033919999999999	13.7125	12.0081	14.2544	16.4887	9.1128	3.3243	20.4513	9.85142	11.3827	11.3255	9.61682	20.6934	8.62323	7.17944	21.6514	8.377939999999999	12.5125	10.7146	6.44421	8.80185	3.31345	10.1686	9.250589999999999	8.79762	10.6323	14.6133	15.7118	10.2472	11.5878	15.264000000000001	14.4808	15.1299	7.11757	7.75212	4.748530000000001	7.39677	14.3735	1.37742	9.78828	2.90388	9.664639999999999	10.5187	13.1261	4.75408	4.2281
TP53	TP53-025	0.48072700000000007	0.109578	0.0	0.694012	0.00549579	0.167748	0.133993	0.134819	0.086139	0.328685	0.0	0.21614	0.177744	0.17179	0.134168	0.07623289999999999	0.0	0.792379	5.06735e-07	0.129746	0.300164	0.0	0.0	0.571879	0.0	0.301755	0.444209	0.0	0.160863	0.0	0.07482380000000001	0.218608	0.7209270000000001	0.0	0.0	0.802042	0.171068	0.193244	0.127185	0.0802828	0.0778145	0.000256238	0.0	0.0	0.0905586	0.0	0.0	0.191367	0.254214	0.149497	0.0	0.0	0.317116	0.591623	0.0	0.0	0.0463967	0.155494	0.168766	0.0	0.523962	0.0073697	0.181254	0.246455	0.0660806	0.199559	0.501454	0.0	0.18193299999999998	0.128288	0.0	0.0	0.342213	0.138948	0.11581400000000001	0.0	0.154274	0.0643861	0.142181	0.110649
TP53	TP53-029	0.152847	0.12870299999999998	0.171156	0.399881	0.151838	0.34836300000000003	0.0129227	0.0481696	0.190094	0.0	0.051928199999999994	0.414017	0.0880138	0.139335	0.16363699999999998	0.11261700000000001	0.306623	0.231723	0.0479601	0.163644	0.0956385	0.0	0.11905	0.126288	0.131219	0.372068	0.028848000000000002	0.0	0.382274	0.172147	0.18194200000000002	0.051420299999999995	0.0178759	0.199077	0.0717555	0.129964	0.23345700000000003	0.137225	0.5714600000000001	0.0760409	0.0920107	0.0249918	0.017176300000000002	0.156227	0.0650228	0.0511649	0.21861999999999998	0.0	0.197993	0.156121	0.233667	0.386373	0.25183099999999997	0.11656300000000001	1.25022	0.09097369999999999	0.0823725	0.992246	0.158281	0.102351	0.115979	0.30354899999999996	0.372585	0.0995424	0.121458	0.12216199999999999	0.239015	0.14032	0.0	0.134783	0.0270128	0.252202	0.128193	0.0859915	0.196492	0.229902	0.118119	0.486763	0.111349	0.0818086
FLG	FLG-001	0.686416	0.58743	0.15176900000000002	0.513184	0.6244930000000001	0.287124	0.022968099999999998	0.228629	0.04411230000000001	0.0112315	0.536443	0.171461	0.143387	1.31534	0.344376	0.11220899999999999	0.704418	0.29885100000000003	0.10936300000000002	0.292061	0.47343900000000005	0.0834228	0.127189	0.285978	0.400016	0.311237	0.653884	0.11311500000000001	0.0562725	0.24066700000000002	1.34864	0.18870399999999998	0.145018	0.40413899999999997	0.155132	0.0709261	0.051894100000000006	0.154405	0.00710463	0.00776361	0.07312819999999999	0.306791	0.295969	0.10964700000000001	0.36640100000000003	0.0938928	0.217169	0.12215	0.00416307	0.0	0.4964	0.317882	0.19328199999999998	0.057775599999999996	0.18601199999999998	0.041816900000000004	0.41431899999999994	0.356031	0.142376	0.566104	0.590176	0.910127	0.00278848	0.316178	0.511958	0.275248	0.0	0.275748	0.0201513	0.0699487	0.29272800000000004	0.224325	0.00672957	0.193201	0.12171099999999999	0.36499299999999996	0.21055	0.657205	0.114792	0.302325
LCE1C	LCE1C-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE1C	LCE1C-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0467806	0.0908104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0419228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0643881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0359342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCE1B	LCE1B-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025280700000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0346717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012161700000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
