,dataset,feature,feature_importance
1119,Allen-adult-brain,"precuneus, left, inferior lateral bank of gyrus",-0.000154727008028
1120,Allen-adult-brain,"superior parietal lobule, left, inferior bank of gyrus",6.09524487619e-05
1121,Allen-adult-brain,"precuneus, left, superior lateral bank of gyrus",-0.000870082994531
1122,Allen-adult-brain,"supramarginal gyrus, left, superior bank of gyrus",-0.000720446465037
1123,Allen-adult-brain,"superior parietal lobule, left, superior bank of gyrus",-0.000248327073144
1124,Allen-adult-brain,"occipito-temporal gyrus, left, inferior bank of gyrus",-0.000549081601578
1125,Allen-adult-brain,"occipito-temporal gyrus, left, superior bank of gyrus",-0.00042092122505
1126,Allen-adult-brain,"cuneus, left, peristriate",0.00129883552885
1127,Allen-adult-brain,"inferior occipital gyrus, left, inferior bank of gyrus",0.000645412977644
1128,Allen-adult-brain,"inferior occipital gyrus, left, superior bank of gyrus",0.000545387853386
1129,Allen-adult-brain,"superior occipital gyrus, left, superior bank of gyrus",0.00012615730374
1130,Allen-adult-brain,"superior occipital gyrus, left, inferior bank of gyrus",0.000261064298801
1131,Allen-adult-brain,"transverse gyri, left",-0.00110982857815
1132,Allen-adult-brain,"inferior frontal gyrus, opercular part, left",0.000992707337788
1133,Allen-adult-brain,"postcentral gyrus, left, inferior lateral aspect of gyrus",0.000179360845751
1134,Allen-adult-brain,"postcentral gyrus, left, superior lateral aspect of gyrus",0.000853379411226
1135,Allen-adult-brain,"paracentral lobule, anterior part, left, inferior bank of gyrus",-0.000147874414446
1136,Allen-adult-brain,"paracentral lobule, anterior part, left, superior bank of gyrus",-0.000263865530619
1137,Allen-adult-brain,"precentral gyrus, left, bank of the precentral sulcus",-0.000989779129234
1138,Allen-adult-brain,"precentral gyrus, left, inferior lateral aspect of gyrus",0.000381343128119
1139,Allen-adult-brain,"precentral gyrus, left, superior lateral aspect of gyrus",-0.000129115544061
1140,Allen-adult-brain,"precentral gyrus, left, bank of the central sulcus",0.000587948653978
1141,Allen-adult-brain,"paracentral lobule, anterior part, left",-0.000972526137895
1142,Allen-adult-brain,"superior frontal gyrus, left",-0.00412771990884
1143,Allen-adult-brain,"cingulate gyrus, frontal part, left, inferior bank of gyrus",-0.0017129402065
1144,Allen-adult-brain,"subcallosal cingulate gyrus, left",-0.00132865924031
1145,Allen-adult-brain,"parahippocampal gyrus, left, lateral bank of gyrus",-0.0024088707159
1146,Allen-adult-brain,"temporal pole, left, superior aspect",0.000213759477765
1147,Allen-adult-brain,"temporal pole, left, medial aspect",-0.000265925942198
1148,Allen-adult-brain,"temporal pole, left, inferior aspect",-0.000984574084782
1149,Allen-adult-brain,"fusiform gyrus, left, lateral bank of gyrus",-0.00122188807504
1150,Allen-adult-brain,"parahippocampal gyrus, left, bank of the cos",-0.00204721163422
1151,Allen-adult-brain,"parolfactory gyri, left",-0.00149656155661
1152,Allen-adult-brain,"postcentral gyrus, left, bank of the posterior central sulcus",-0.000260175519753
1153,Allen-adult-brain,"supramarginal gyrus, right, superior bank of gyrus",-0.000191809641256
1154,Allen-adult-brain,"occipito-temporal gyrus, right, superior bank of gyrus",-2.62454026356e-05
1155,Allen-adult-brain,"postcentral gyrus, right, bank of the posterior central sulcus",-0.000312671365065
1156,Allen-adult-brain,"Heschl's gyrus, left",0.000460151819871
1157,Allen-adult-brain,"postcentral gyrus, left, bank of the central sulcus",0.00151150943161
1158,Allen-adult-brain,"lingual gyrus, left, peristriate",0.000380665364231
1159,Allen-adult-brain,"cuneus, left, striate",0.00242038320935
1160,Allen-adult-brain,"lingual gyrus, left, striate",0.00301498802507
1161,Allen-adult-brain,"occipital pole, left, lateral aspect",-0.00367581408788
1162,Allen-adult-brain,"occipital pole, left, inferior aspect",0.00524095662
1163,Allen-adult-brain,"occipital pole, left, superior aspect",0.00451348965855
1164,Allen-adult-brain,"cingulate gyrus, retrosplenial part, left, superior bank of gyrus",-0.00462636233308
1165,Allen-adult-brain,"paracentral lobule, posterior part, left, lateral bank of gyrus",-0.00302235960683
1166,Allen-adult-brain,"paracentral lobule, posterior part, left, bank of cingulate sulcus",0.000343275469662
1167,Allen-adult-brain,"angular gyrus, right, inferior bank of gyrus",6.22744582584e-05
1168,Allen-adult-brain,"inferior occipital gyrus, right, superior bank of gyrus",0.00125727799933
1169,Allen-adult-brain,"superior occipital gyrus, right, inferior bank of gyrus",0.00601365646375
1170,Allen-adult-brain,"occipito-temporal gyrus, right, inferior bank of gyrus",0.00172463578475
1171,Allen-adult-brain,"superior parietal lobule, right, inferior bank of gyrus",0.00248072892904
1172,Allen-adult-brain,"inferior occipital gyrus, right, inferior bank of gyrus",0.00356620834507
1173,Allen-adult-brain,"inferior frontal gyrus, triangular part, right",0.0012519415204
1174,Allen-adult-brain,"frontal pole, left, inferior aspect",0.000993218522258
1175,Allen-adult-brain,"cingulate gyrus, retrosplenial part, right, inferior bank of gyrus",0.00109434245379
1176,Allen-adult-brain,"cingulate gyrus, retrosplenial part, right, superior bank of gyrus",0.00019222015522
1177,Allen-adult-brain,"angular gyrus, right, superior bank of gyrus",0.000976664127485
1178,Allen-adult-brain,"superior parietal lobule, right, superior bank of gyrus",0.00149281120793
1179,Allen-adult-brain,"inferior temporal gyrus, right, bank of the its",0.000670109184465
1180,Allen-adult-brain,"middle temporal gyrus, right, superior bank of gyrus",0.000161201528631
1181,Allen-adult-brain,"middle frontal gyrus, right, superior bank of gyrus",0.000457327245475
1182,Allen-adult-brain,"superior frontal gyrus, right, medial bank of gyrus",-0.000624457851821
1183,Allen-adult-brain,"gyrus rectus, right",-0.000426511626385
1184,Allen-adult-brain,"fusiform gyrus, right, bank of cos",0.000352589874953
1185,Allen-adult-brain,"medial orbital gyrus, right",0.00161196720769
1186,Allen-adult-brain,"short insular gyri, right",0.000603733232429
1187,Allen-adult-brain,"long insular gyri, right",-0.000613783511794
1188,Allen-adult-brain,"inferior frontal gyrus, orbital part, right",0.00192745616872
1189,Allen-adult-brain,"middle frontal gyrus, right, inferior bank of gyrus",0.00109749785505
1190,Allen-adult-brain,"superior frontal gyrus, right, lateral bank of gyrus",0.000330105857641
1191,Allen-adult-brain,"superior temporal gyrus, right, inferior bank of gyrus",0.00106522022316
1192,Allen-adult-brain,"inferior frontal gyrus, opercular part, right",0.0006844266521
1193,Allen-adult-brain,"inferior rostral gyrus, right",0.00241648666056
1194,Allen-adult-brain,"superior rostral gyrus, right",0.0010832896024
1195,Allen-adult-brain,"lateral orbital gyrus, right",0.00133004663546
1196,Allen-adult-brain,"frontal operculum, right",0.000836567745267
1197,Allen-adult-brain,"precentral gyrus, right, bank of the precentral sulcus",0.000871357260443
1198,Allen-adult-brain,"cingulate gyrus, frontal part, right, inferior bank of gyrus",0.000284942362572
1199,Allen-adult-brain,"cingulate gyrus, frontal part, right, superior bank of gyrus",-0.000775118773732
1200,Allen-adult-brain,"temporal pole, right, superior aspect",0.000939814301616
1201,Allen-adult-brain,"temporal pole, right, inferior aspect",0.000571660670476
1202,Allen-adult-brain,"temporal pole, right, medial aspect",0.000434625133184
1203,Allen-adult-brain,"posterior orbital gyrus, right",1.91560122134e-05
1204,Allen-adult-brain,"frontal pole, right, inferior aspect",-0.00148572012582
1205,Allen-adult-brain,"frontal pole, right, superior aspect",0.00127934389839
1206,Allen-adult-brain,"frontal pole, left, medial aspect",-0.00495550479499
1207,Allen-adult-brain,"frontal pole, right, medial aspect",0.00163659643887
1208,Allen-adult-brain,"planum polare, right",0.00192424192995
1209,Allen-adult-brain,"transverse gyri, right",0.00102011490087
1210,Allen-adult-brain,"planum temporale, left",0.000667262391802
1211,Allen-adult-brain,"Heschl's gyrus, right",-0.00111543561341
1212,Allen-adult-brain,"postcentral gyrus, right, inferior lateral aspect of gyrus",3.15646834937e-05
1213,Allen-adult-brain,"precuneus, right, inferior lateral bank of gyrus",-0.000238544083027
1214,Allen-adult-brain,"precentral gyrus, right, superior lateral aspect of gyrus",-0.000440265784561
1215,Allen-adult-brain,"precentral gyrus, right, bank of the central sulcus",4.08180496203e-06
1216,Allen-adult-brain,"precentral gyrus, right, inferior lateral aspect of gyrus",-2.74109021826e-05
1217,Allen-adult-brain,"cingulate gyrus, parietal part, right, inferior bank of gyrus",-0.00191590047427
1218,Allen-adult-brain,"paracentral lobule, posterior part, right, bank of cingulate sulcus",-0.00613671533875
1219,Allen-adult-brain,"paracentral lobule, posterior part, right, lateral bank of gyrus",-0.00221219391542
1220,Allen-adult-brain,"supramarginal gyrus, right, inferior bank of gyrus",-0.000358958349435
1221,Allen-adult-brain,"precuneus, right, superior lateral bank of gyrus",-0.000759382016403
1222,Allen-adult-brain,"paracentral lobule, anterior part, right, inferior bank of gyrus",-0.00126069363507
1223,Allen-adult-brain,"paracentral lobule, anterior part, right, superior bank of gyrus",-0.00100287950161
1224,Allen-adult-brain,"superior temporal gyrus, right, lateral bank of gyrus",-0.00168856276838
1225,Allen-adult-brain,"fusiform gyrus, right, bank of the its",-0.000721674073085
1226,Allen-adult-brain,"middle temporal gyrus, right, inferior bank of gyrus",-0.000632845907207
1227,Allen-adult-brain,"inferior temporal gyrus, right, lateral bank of gyrus",-0.00134514091478
1228,Allen-adult-brain,"inferior temporal gyrus, right, bank of mts",-3.85064460018e-05
1229,Allen-adult-brain,"fusiform gyrus, right, lateral bank of gyrus",-0.00272730097645
1230,Allen-adult-brain,"parahippocampal gyrus, right, bank of the cos",-0.00181754739775
1231,Allen-adult-brain,"cingulate gyrus, parietal part, right, superior bank of gyrus",-0.0010562542266
1232,Allen-adult-brain,"parahippocampal gyrus, right, lateral bank of gyrus",-0.00388648171445
1233,Allen-adult-brain,"planum temporale, right",-0.000105909760376
1234,Allen-adult-brain,"frontal pole, left, superior aspect",-1.26196578093e-06
1235,Allen-adult-brain,"anterior orbital gyrus, right",0.00132235433233
1236,Allen-adult-brain,"parolfactory gyri, right",-0.0060463665218
1237,Allen-adult-brain,"lingual gyrus, right, peristriate",0.00250126965001
1238,Allen-adult-brain,"cuneus, right, striate",0.00421901531407
1239,Allen-adult-brain,"lingual gyrus, right, striate",0.00233012523503
1240,Allen-adult-brain,"cuneus, right, peristriate",0.00303659179518
1241,Allen-adult-brain,"postcentral gyrus, right, bank of the central sulcus",0.00119120004658
1242,Allen-adult-brain,"postcentral gyrus, right, superior lateral aspect of gyrus",0.00113620811301
1243,Allen-adult-brain,"superior occipital gyrus, right, superior bank of gyrus",0.000455814358667
1244,Allen-adult-brain,"subcallosal cingulate gyrus, right",-0.00339062020071
1245,Allen-adult-brain,"paraterminal gyrus, right",-0.00658863692357
1246,Allen-adult-brain,"amygdalohippocampal transition zone, left",-0.00325613507819
1247,Allen-adult-brain,"cortico-medial group, left",-0.0014732459896
1248,Allen-adult-brain,"basolateral nucleus, left",-0.00242369211022
1249,Allen-adult-brain,"basomedial nucleus, left",-0.00327462118377
1250,Allen-adult-brain,"lateral nucleus, left",-0.00282851366428
1251,Allen-adult-brain,"bed  nucleus of stria terminalis, left",-0.000132957787691
1252,Allen-adult-brain,"central nucleus, left",-0.00171827389066
1253,Allen-adult-brain,"septal nuclei, left",-0.000496472468081
1254,Allen-adult-brain,"piriform cortex, left",-0.00245692085085
1255,Allen-adult-brain,"lateral tuberal nucleus, left",-0.00156815621954
1256,Allen-adult-brain,"nucleus accumbens, left",0.00334716619053
1257,Allen-adult-brain,"olfactory tubercle, left",0.000877462067818
1258,Allen-adult-brain,"nucleus accumbens, right",0.00481947294466
1259,Allen-adult-brain,"body of caudate nucleus, left",0.00539035738777
1260,Allen-adult-brain,"head of caudate nucleus, left",0.0051081670441
1261,Allen-adult-brain,"body of caudate nucleus, right",0.00541953224466
1262,Allen-adult-brain,"putamen, left",0.00426717816961
1263,Allen-adult-brain,"putamen, right",0.00448448990093
1264,Allen-adult-brain,"head of caudate nucleus, right",0.00420972116344
1265,Allen-adult-brain,"tail of caudate nucleus, left",0.00399589853171
1266,Allen-adult-brain,"tail of caudate nucleus, right",0.00388368492512
1267,Allen-adult-brain,"septal nuclei, right",-0.00126655724242
1268,Allen-adult-brain,"substantia innominata, left",-0.000771081389421
1269,Allen-adult-brain,"substantia innominata, right",-0.00130705907952
1270,Allen-adult-brain,pineal gland,0.00044005447634
1271,Allen-adult-brain,pretectal region,-0.000111380571362
1272,Allen-adult-brain,"lateral habenular nucleus, right",-0.00275360361884
1273,Allen-adult-brain,"lateral habenular nucleus, left",-0.00757479760061
1274,Allen-adult-brain,"medial habenular nucleus, left",-0.0134465896066
1275,Allen-adult-brain,"supraoptic nucleus, left",-0.00931191231181
1276,Allen-adult-brain,"supraoptic nucleus, right",-0.00613854115732
1277,Allen-adult-brain,central glial substance,-0.00805393275236
1278,Allen-adult-brain,"paraventricular nuclei, left of thalamus, left",-0.00435994150734
1279,Allen-adult-brain,"paraventricular nuclei, right of thalamus, right",-0.00474540069415
1280,Allen-adult-brain,"medial habenular nucleus, right",-0.00719171569644
1281,Allen-adult-brain,choroid plexus of the lateral ventricle,-0.00532715232583
1282,Allen-adult-brain,"subiculum, left",-0.00450935614047
1283,Allen-adult-brain,"subiculum, right",-0.00650446947954
1284,Allen-adult-brain,"CA1 field, left",-0.0109219104075
1285,Allen-adult-brain,"CA1 field, right",-0.00981621772919
1286,Allen-adult-brain,"CA2 field, left",-0.00808133165488
1287,Allen-adult-brain,"CA2 field, right",-0.00769868612217
1288,Allen-adult-brain,"CA3 field, left",-0.00268181312684
1289,Allen-adult-brain,"CA4 field, left",-0.00237803935205
1290,Allen-adult-brain,"CA3 field, right",-0.0020363465958
1291,Allen-adult-brain,"CA4 field, right",-0.00121018215364
1292,Allen-adult-brain,"dentate gyrus, left",-0.00827635640737
1293,Allen-adult-brain,"dentate gyrus, right",-0.00762547682502
1294,Allen-adult-brain,"claustrum, left",-0.00237690061467
1295,Allen-adult-brain,"claustrum, right",-0.00243375054233
1296,Allen-adult-brain,"amygdalohippocampal transition zone, right",-0.00110550887033
1297,Allen-adult-brain,"basolateral nucleus, right",-0.00124637518194
1298,Allen-adult-brain,"basomedial nucleus, right",-9.64364556645e-05
1299,Allen-adult-brain,"lateral nucleus, right",-0.000686862084077
1300,Allen-adult-brain,"central nucleus, right",-0.0113146844774
1301,Allen-adult-brain,"cortico-medial group, right",-0.00245640859996
1302,Allen-adult-brain,"anterior hypothalamic area, right",0.00379848825449
1303,Allen-adult-brain,"lateral hypothalamic area, anterior region, right",0.0050933050518
1304,Allen-adult-brain,"paraventricular nucleus of the hypothalamus, right",-9.11381596131e-05
1305,Allen-adult-brain,"ventromedial hypothalamic nucleus, right",0.000850321963685
1306,Allen-adult-brain,"posterior hypothalamic area, right",0.00495952966219
1307,Allen-adult-brain,"preoptic region, right",0.00290295599541
1308,Allen-adult-brain,"lateral hypothalamic area, mammillary region, right",0.00333265277074
1309,Allen-adult-brain,"Edinger-Westphal nucleus, left",-0.00592045736305
1310,Allen-adult-brain,"Edinger-Westphal nucleus, right",0.00424745358377
1311,Allen-adult-brain,"dorsal motor nucleus of the vagus, left",-0.0053230202535
1312,Allen-adult-brain,"dorsal motor nucleus of the vagus, right",-0.00407218591244
1313,Allen-adult-brain,midbrain raphe nuclei,0.000713805544702
1314,Allen-adult-brain,"locus ceruleus, left",-0.00501047358185
1315,Allen-adult-brain,"locus ceruleus, right",-0.00488452072004
1316,Allen-adult-brain,"substantia nigra, pars compacta, left",-0.00147517250666
1317,Allen-adult-brain,"substantia nigra, pars compacta, right",0.000955054514715
1318,Allen-adult-brain,"anterior hypothalamic area, left",0.00395037209343
1319,Allen-adult-brain,"lateral hypothalamic area, anterior region, left",0.00204407707216
1320,Allen-adult-brain,"dorsomedial hypothalamic nucleus, left",0.00336100462281
1321,Allen-adult-brain,"ventromedial hypothalamic nucleus, left",0.00317363253515
1322,Allen-adult-brain,"posterior hypothalamic area, left",0.00294860899639
1323,Allen-adult-brain,"preoptic region, left",0.00433870100352
1324,Allen-adult-brain,"paraventricular nucleus of the hypothalamus, left",0.000526348604076
1325,Allen-adult-brain,"lateral hypothalamic area, mammillary region, left",0.00221705038033
1326,Allen-adult-brain,"perifornical nucleus, left",0.000688635619958
1327,Allen-adult-brain,"lateral hypothalamic area, tuberal region, left",0.00116407019211
1328,Allen-adult-brain,"lateral mammillary nucleus, left",-0.000998256553095
1329,Allen-adult-brain,"supramammillary nucleus, left",0.00026057605448
1330,Allen-adult-brain,"tuberomammillary nucleus, left",0.00221578281567
1331,Allen-adult-brain,"midbrain raphe nuclei, left",-0.000919063285386
1332,Allen-adult-brain,"basal nucleus of meynert, left",-0.0026586728352
1333,Allen-adult-brain,"nucleus of the diagonal band, left, horizontal division",-0.000950526152377
1334,Allen-adult-brain,"nucleus of the diagonal band, left, vertical division",0.0011360047193
1335,Allen-adult-brain,"arcuate nucleus of the hypothalamus, left",0.00250868698783
1336,Allen-adult-brain,"arcuate nucleus of the hypothalamus, right",-0.0113682436902
1337,Allen-adult-brain,"lateral parabrachial nucleus, right",0.00525285463681
1338,Allen-adult-brain,"midbrain reticular formation, left",-0.00120952624526
1339,Allen-adult-brain,"midbrain reticular formation, right",-0.00240484878798
1340,Allen-adult-brain,"oculomotor nuclear complex, left",-0.00129150654199
1341,Allen-adult-brain,"ventral tegmental area, right",0.00399770481979
1342,Allen-adult-brain,"abducens nucleus, left",0.00270515204463
1343,Allen-adult-brain,"abducens nucleus, right",0.00298713664374
1344,Allen-adult-brain,"facial motor nucleus, left",-0.00360520691907
1345,Allen-adult-brain,"motor nucleus of trigeminal nerve, left",-0.00401481098267
1346,Allen-adult-brain,"hypoglossal nucleus, left",-0.00280579182176
1347,Allen-adult-brain,"facial motor nucleus, right",-0.0036431172294
1348,Allen-adult-brain,"hypoglossal nucleus, right",-0.00196255211949
1349,Allen-adult-brain,"motor nucleus of trigeminal nerve, right",-0.00332047057225
1350,Allen-adult-brain,"oculomotor nuclear complex, right",0.00676286599739
1351,Allen-adult-brain,"trochlear nucleus, left",0.00585198120003
1352,Allen-adult-brain,"trochlear nucleus, right",0.00591789852777
1353,Allen-adult-brain,"interstitial nucleus of Cajal, left",0.000709170638802
1354,Allen-adult-brain,"interstitial nucleus of Cajal, right",0.00684607621381
1355,Allen-adult-brain,"ventral tegmental area, left",-0.0013516678722
1356,Allen-adult-brain,"gigantocellular group, left",-0.000734919704928
1357,Allen-adult-brain,"pontine reticular formation, left",0.00223631243896
1358,Allen-adult-brain,"nucleus subceruleus, left",-0.000413531740688
1359,Allen-adult-brain,raphe nuclei of medulla,-0.000732713190459
1360,Allen-adult-brain,"pontine raphe nucleus, left",-0.00219207231974
1361,Allen-adult-brain,pontine raphe nucleus,-0.00148878469095
1362,Allen-adult-brain,"gigantocellular group, right",0.00129059486791
1363,Allen-adult-brain,"pontine reticular formation, right",0.00332950159453
1364,Allen-adult-brain,"nucleus subceruleus, right",0.00077848545028
1365,Allen-adult-brain,"principal sensory nucleus of trigeminal nerve, right",0.007327116458
1366,Allen-adult-brain,"central medullary reticular group, left",0.00123232831168
1367,Allen-adult-brain,"central medullary reticular group, right",0.00256932851455
1368,Allen-adult-brain,"lateral medullary reticular group, right",0.00510367560707
1369,Allen-adult-brain,"cuneate nucleus, right",0.00591497063105
1370,Allen-adult-brain,"gracile nucleus, left",0.000168428352978
1371,Allen-adult-brain,"gracile nucleus, right",0.0026579751058
1372,Allen-adult-brain,"spinal trigeminal nucleus, left",0.00156479420916
1373,Allen-adult-brain,"spinal trigeminal nucleus, right",0.00310065770178
1374,Allen-adult-brain,"cochlear nuclei, left",0.00489166036843
1375,Allen-adult-brain,"dentate nucleus, left",0.0035527925627
1376,Allen-adult-brain,"cuneate nucleus, left",0.0033656999573
1377,Allen-adult-brain,"vestibular nuclei, left",0.0016032302978
1378,Allen-adult-brain,"lateral medullary reticular group, left",0.00412940334144
1379,Allen-adult-brain,"superior olivary complex, left",0.000795230351407
1380,Allen-adult-brain,"globose nucleus, left",0.00142442300398
1381,Allen-adult-brain,"fastigial nucleus, left",-0.000740146253871
1382,Allen-adult-brain,"emboliform nucleus, left",-0.00103246291081
1383,Allen-adult-brain,"superior olivary complex, right",0.00110054966726
1384,Allen-adult-brain,"vestibular nuclei, right",0.00284411187367
1385,Allen-adult-brain,"dentate nucleus, right",0.00593207588861
1386,Allen-adult-brain,"emboliform nucleus, right",-0.00237681321198
1387,Allen-adult-brain,"fastigial nucleus, right",-0.00635670746391
1388,Allen-adult-brain,"globose nucleus, right",-0.00315322163209
1389,Allen-adult-brain,"subthalamic nucleus, left",-0.000740608235254
1390,Allen-adult-brain,"subthalamic nucleus, right",-0.00078676529853
1391,Allen-adult-brain,"inferior olivary complex, left",-0.00164311498951
1392,Allen-adult-brain,"inferior olivary complex, right",-4.99788352051e-05
1393,Allen-adult-brain,"inferior colliculus, left",0.0023578951707
1394,Allen-adult-brain,"principal sensory nucleus of trigeminal nerve, left",0.00438832660888
1395,Allen-adult-brain,"superior colliculus, left",0.000490052883241
1396,Allen-adult-brain,"globus pallidus, external segment, left",-0.00193258095648
1397,Allen-adult-brain,"globus pallidus, external segment, right",-0.00147054309005
1398,Allen-adult-brain,"globus pallidus, internal segment, left",-0.00277180598098
1399,Allen-adult-brain,"globus pallidus, internal segment, right",-0.00404540294212
1400,Allen-adult-brain,"substantia nigra, pars reticulata, left",-0.00269570826625
1401,Allen-adult-brain,"reticular nucleus of thalamus, left",-0.00226757936747
1402,Allen-adult-brain,"zona incerta, left",-0.00171039116587
1403,Allen-adult-brain,"reticular nucleus of thalamus, right",-0.00130023012009
1404,Allen-adult-brain,"red nucleus, left",-0.000740659172432
1405,Allen-adult-brain,"red nucleus, right",-0.000402318793715
1406,Allen-adult-brain,"substantia nigra, pars reticulata, right",-0.00208232613546
1407,Allen-adult-brain,"cingulum bundle, left",0.0039359229531
1408,Allen-adult-brain,"cingulum bundle, right",-0.00643643009944
1409,Allen-adult-brain,corpus callosum,-0.000405560936151
1410,Allen-adult-brain,"pallidohypothalamic nucleus, left",-0.00217574662091
1411,Allen-adult-brain,"nucleus of Darkschewitsch, left",0.0010319197128
1412,Allen-adult-brain,"central gray of the pons, left",0.000832417240687
1413,Allen-adult-brain,"central gray of the pons, right",0.00543811468558
1414,Allen-adult-brain,"central gray substance of midbrain, left",0.000639608636403
1415,Allen-adult-brain,"central gray substance of midbrain, right",0.00132174499921
1416,Allen-adult-brain,"cuneiform nucleus, left",6.39583363043e-05
1417,Allen-adult-brain,"lateral parabrachial nucleus, left",0.000887343735485
1418,Allen-adult-brain,"medial parabrachial nucleus, left",-0.00160987433642
1419,Allen-adult-brain,"medial parabrachial nucleus,right",-0.00201310103028
1420,Allen-adult-brain,"subcuneiform nucleus, left",0.000890867431597
1421,Allen-adult-brain,"subcuneiform nucleus, right",0.000580840665729
1422,Allen-adult-brain,"cuneiform nucleus, right",0.000329062135589
1423,Allen-adult-brain,"superior colliculus, right",-0.0023051236956
1424,Allen-adult-brain,"zona incerta, right",-0.00555803549768
1425,Allen-adult-brain,"arcuate nucleus of medulla, left",0.00849798532829
1426,Allen-adult-brain,"pontine nuclei, left",0.0103216924348
1427,Allen-adult-brain,"pontine nuclei, right",0.0119358881445
1428,Allen-adult-brain,"arcuate nucleus of medulla, right",0.0118646959415
1429,Allen-adult-brain,"cochlear nuclei, right",0.00790486002536
1430,Allen-adult-brain,"anterior group of nuclei, left",-0.00172935331533
1431,Allen-adult-brain,"medial group of nuclei, left",-0.00166967904183
1432,Allen-adult-brain,"rostral group of intralaminar nuclei, left",-0.00153009168859
1433,Allen-adult-brain,"lateral group of nuclei, left, dorsal division",-0.00268031029711
1434,Allen-adult-brain,"lateral group of nuclei, left, ventral division",-0.00125669434137
1435,Allen-adult-brain,"medial geniculate complex, left",-0.000858684041839
1436,Allen-adult-brain,"posterior group of nuclei, left",-0.00319963896484
1437,Allen-adult-brain,"lateral group of nuclei, right, ventral division",-0.00151320826186
1438,Allen-adult-brain,"lateral group of nuclei, right, dorsal division",-0.00375700261591
1439,Allen-adult-brain,"anterior group of nuclei, right",-0.00178401919801
1440,Allen-adult-brain,"medial group of nuclei, right",-0.00232262584093
1441,Allen-adult-brain,"rostral group of intralaminar nuclei, right",-0.000767413065321
1442,Allen-adult-brain,"caudal group of intralaminar nuclei, right",-0.00216657099095
1443,Allen-adult-brain,"posterior group of nuclei, right",-0.0018771179534
1444,Allen-adult-brain,"caudal group of intralaminar nuclei, left",-0.00447924507068
1445,Allen-adult-brain,"dorsal lateral geniculate nucleus, left",0.00322510117849
1446,Allen-adult-brain,"dorsal lateral geniculate nucleus, right",0.00340183182929
1447,Allen-adult-brain,"medial geniculate complex, right",0.000348485257236
1448,Allen-adult-brain,"mammillary body, left",-0.00901827567314
1449,Allen-adult-brain,"mammillary body, right",-0.00740732995013
1450,Allen-adult-brain,"medial mammillary nucleus, left",-0.001177109832
1451,Allen-dev-brain,"primary visual cortex (striate cortex, area V1/17)_26 pcw_F_12949",-0.000344591008941
1452,Allen-dev-brain,"primary visual cortex (striate cortex, area V1/17)_3 yrs_M_12980",-0.000345103337332
1453,Allen-dev-brain,orbital frontal cortex_3 yrs_M_12980,-0.000319089579073
1454,Allen-dev-brain,primary auditory cortex (core)_3 yrs_M_12980,-0.000258236026812
1455,Allen-dev-brain,"primary somatosensory cortex (area S1, areas 3,1,2)_3 yrs_M_12980",-0.000473632219584
1456,Allen-dev-brain,posteroventral (inferior) parietal cortex_3 yrs_M_12980,-0.000452755874369
1457,Allen-dev-brain,primary auditory cortex (core)_25 pcw_F_12948,-0.000349523855449
1458,Allen-dev-brain,"inferolateral temporal cortex (area TEv, area 20)_3 yrs_M_12980",-0.000349363512045
1459,Allen-dev-brain,"primary motor cortex (area M1, area 4)_3 yrs_M_12980",-0.000349719126268
1460,Allen-dev-brain,posterior (caudal) superior temporal cortex (area 22c)_3 yrs_M_12980,-0.000345893613295
1461,Allen-dev-brain,anterior (rostral) cingulate (medial prefrontal) cortex_3 yrs_M_12980,0.000104669883586
1462,Allen-dev-brain,dorsolateral prefrontal cortex_26 pcw_F_12949,-0.000213502048181
1463,Allen-dev-brain,amygdaloid complex_3 yrs_M_12980,-0.000213730872091
1464,Allen-dev-brain,dorsolateral prefrontal cortex_3 yrs_M_12980,-0.000294117642855
1465,Allen-dev-brain,ventrolateral prefrontal cortex_3 yrs_M_12980,-0.000268048893226
1466,Allen-dev-brain,"primary motor cortex (area M1, area 4)_18 yrs_M_12984",0.000199627475647
1467,Allen-dev-brain,"primary somatosensory cortex (area S1, areas 3,1,2)_18 yrs_M_12984",0.000410191508844
1468,Allen-dev-brain,posterior (caudal) superior temporal cortex (area 22c)_18 yrs_M_12984,0.000573589080075
1469,Allen-dev-brain,primary auditory cortex (core)_18 yrs_M_12984,0.000263196553943
1470,Allen-dev-brain,"primary visual cortex (striate cortex, area V1/17)_18 yrs_M_12984",1.3765611619e-05
1471,Allen-dev-brain,"inferolateral temporal cortex (area TEv, area 20)_18 yrs_M_12984",0.000189537206939
1472,Allen-dev-brain,anterior (rostral) cingulate (medial prefrontal) cortex_18 yrs_M_12984,0.000449810738623
1473,Allen-dev-brain,ventrolateral prefrontal cortex_18 yrs_M_12984,-6.20180239027e-05
1474,Allen-dev-brain,orbital frontal cortex_18 yrs_M_12984,0.000202824860343
1475,Allen-dev-brain,posteroventral (inferior) parietal cortex_18 yrs_M_12984,0.0003334914933
1476,Allen-dev-brain,ventrolateral prefrontal cortex_2 yrs_F_12979,0.00013445817792
1477,Allen-dev-brain,dorsolateral prefrontal cortex_2 yrs_F_12979,-0.000159991487624
1478,Allen-dev-brain,"primary somatosensory cortex (area S1, areas 3,1,2)_2 yrs_F_12979",-1.36462707053e-05
1479,Allen-dev-brain,orbital frontal cortex_2 yrs_F_12979,-0.000691655050832
